ConversationId	MessageId	MessageTimestamp	MessageFrom	MessageText	CortanaResponse	JudgedDomain	JudgedIntent	JudgedConstraints	MetaData	ConversationContext	Dataset	SampleType	Frequency	GuidelineVersion	NotCallingLU	SelectionIgnore
0052ea36-8dcb-44ce-b635-e4070eb55adc	0	4/27/2020 23:21	user	Dial Maya.	OK, Which one would you like to call?	COMMUNICATION	make_call	Dial <contact_name>Maya</contact_name>.	[]		Teams	Speech	3	1.13		
0054c861-28e6-45b8-b18c-93c849ef6966	0	4/28/2020 11:06	user	Hello hello hello hello hello hello.	<speak version='1.0' xmlns='http://www.w3.org/2001/10/synthesis' xmlns:mstts='https://www.w3.org/2001/mstts' xml:lang='en-US'> <audio src="https://cloudnus.azureedge.net/evaneural/chitchat/en-us/old/3600000723.opus">Hi there.</audio></speak>	NOTSURE	other_domain	Hello hello hello hello hello hello.	[]		Teams	Speech	2	1.13		
00575385-3653-46fc-9c15-4761f1372de1	0	4/30/2020 2:20	user	What meetings do I have tomorrow?		CALENDAR	find_calendar_entry	What meetings do I have <start_date>tomorrow</start_date>?	[]		Teams	Speech	46	1.13		
00575385-3653-46fc-9c15-4761f1372de1	1	4/30/2020 2:20	user_other		Alright.				[]		Teams	Speech	46	1.13		
00575385-3653-46fc-9c15-4761f1372de1	2	4/30/2020 2:20	user_other		I see 8 events for tomorrow.				[]		Teams	Speech	46	1.13		
005be4e0-01cd-4ada-9812-3d397121eea5	0	4/27/2020 17:00	user	Join my next meeting.		CALENDAR	connect_to_meeting	Join my <start_time>next</start_time> meeting.	[]		Teams	Speech	1	1.13		
005be4e0-01cd-4ada-9812-3d397121eea5	1	4/27/2020 17:00	user_other		OK.				[]		Teams	Speech	1	1.13		
005be4e0-01cd-4ada-9812-3d397121eea5	2	4/27/2020 17:00	user_other		Should I join your 9:00 AM now?				[]		Teams	Speech	1	1.13		
005be4e0-01cd-4ada-9812-3d397121eea5	3	4/27/2020 17:01	user	Cancel.	Canceled.	CALENDAR	cancel	Cancel.	[]	{"PreviousTurnDomain": ["calendar"], "PreviousTurnIntent": ["connect_to_meeting"], "TaskFrameGUID": ["CalendarReviewJoinMeetingFollowUpGUID"], "TaskFrameStatus": ["InProgress"]}	Teams	Speech	1	1.13		
006242ff-4be3-4ccc-b7f7-58bb6938e41e	0	4/30/2020 16:22	user	Adaptive cards.	I'm sorry, but I can't help with that.	NOTSURE	other_domain	Adaptive cards.	[]		Teams	Speech	1	1.13		
00629947-a908-4bfc-bb3f-66fdb6c0034d	0	4/30/2020 19:00	user	Read messages from Pavel.	Fetching your messages	COMMUNICATION	query_message	Read messages from <from_contact_name>Pavel</from_contact_name>.	[]		Teams	Speech	1	1.13		
0064cb1e-80cd-4e4b-a7bb-48c8930cbe51	0	4/20/2020 16:52	user	When is my focus meeting?	I'm finding 1 event that has focus in the title.	CALENDAR	find_calendar_when	When is my <meeting_type>focus</meeting_type> meeting?	[]		Teams	Speech	1	1.13		
00744ece-3104-4abf-8964-19bda659e7c1	0	4/8/2020 8:19	user	Hello hello.	<speak version="1.0" xmlns="http://www.w3.org/2001/10/synthesis" xmlns:mstts="http://www.w3.org/2001/mstts" xml:lang="en-US">Hi! What can I do for you? I can send a message, make a call, and more.</speak> 	NOTSURE	other_domain	Hello hello.	[]		Teams	Speech	28	1.13		
00940d4d-15f6-4d36-a929-b41132636fb6	0	4/21/2020 6:41	user	Cancel my meeting with Xue Liang.		CALENDAR	delete_calendar_entry	Cancel my meeting with <contact_name>Xue Liang</contact_name>.	[]		Teams	Speech	1	1.13		
00940d4d-15f6-4d36-a929-b41132636fb6	1	4/21/2020 6:41	user_other		OK.				[]		Teams	Speech	1	1.13		
00940d4d-15f6-4d36-a929-b41132636fb6	2	4/21/2020 6:41	user_other		I see test test test test test test test today at 4:00 PM. Should I decline this?				[]		Teams	Speech	1	1.13		
00940d4d-15f6-4d36-a929-b41132636fb6	3	4/21/2020 6:41	user	Yes.	Alright, I declined that.	CALENDAR	confirm	Yes.	[]	{"PreviousTurnDomain": ["calendar"], "PreviousTurnIntent": ["delete_calendar_entry"], "TaskFrameGUID": ["CalendarReviewCancelApptFollowUpGUID"], "TaskFrameStatus": ["PromptedForConfirmation"]}	Teams	Speech	1	1.13		
009f4b55-e2db-4dfb-82a4-8815ab84728a	0	4/11/2020 3:37	user	Cancel my 3:00 PM meeting.		CALENDAR	delete_calendar_entry	Cancel my <start_time>3:00 PM</start_time> meeting.	[]		Teams	Speech	8	1.13		
009f4b55-e2db-4dfb-82a4-8815ab84728a	1	4/11/2020 3:37	user_other		Alright.				[]		Teams	Speech	8	1.13		
009f4b55-e2db-4dfb-82a4-8815ab84728a	2	4/11/2020 3:37	user_other		Sorry, I didn't find any events at 3:00 PM tomorrow.				[]		Teams	Speech	8	1.13		
00a95ef6-ef00-4bc1-85a0-a9dc31997b10	0	4/9/2020 16:45	user	Open the Word document that aren't shared with me.	OK, which Word doc should I share?	FILES	file_open	Open the <file_type>Word</file_type> document that aren't <file_action>shared</file_action> with <to_contact_name>me</to_contact_name>.	[]		Teams	Speech	1	1.13		
00c566d1-ac42-4a01-85a9-ac14b55aa25c	0	4/9/2020 9:34	user	Send a message to Li.	Which one do you wanna message?	COMMUNICATION	send_text	Send a message to <contact_name>Li</contact_name>.	[]		Teams	Speech	11	1.13		
00c84c76-bc96-42a8-940d-6d6828e7063a	0	4/17/2020 18:24	user	Text everyone on 3:30 PM meeting.	OK, what's your message?	COMMUNICATION	send_text_meeting	Text everyone on <time>3:30 PM</time> meeting.	[]		Teams	Speech	1	1.13		
00ccf100-130e-46bf-8b1e-3d20d5de2a1f	0	4/22/2020 22:33	user	Download Free Sample deck.	Sorry, I can't download files here.	FILES	file_download	Download <file_keyword>Free Sample</file_keyword> <file_type>deck</file_type>.	[]		Teams	Speech	1	1.13		
00e24048-0bdb-4b7f-bbe6-f01e5cbe35b7	0	4/16/2020 20:55	user	Share the Reference point PPT with Cruise.	OK, which PowerPoint should I share?	FILES	file_share	Share the <file_keyword>Reference point</file_keyword> <file_type>PPT</file_type> with <to_contact_name>Cruise</to_contact_name>.	[]		Teams	Speech	1	1.13		
00ead213-2144-4677-9842-989bc0a779f1	0	4/8/2020 8:10	user	Read my messages.		COMMUNICATION	query_message	Read my messages.	[]		Teams	Speech	271	1.13		
00f1d201-4ea2-46b1-af04-d2f8574dea86	0	4/14/2020 6:16	user	End meeting.	Sorry, You're not on a call right now.	CALENDAR	disconnect_from_meeting	End meeting.	[]		Teams	Speech	16	1.13		
00f314e4-7da8-4de7-bb59-0171950c14f3	0	4/27/2020 11:37	user	What do I have next on?		CALENDAR	find_calendar_entry	What do I have <start_time>next</start_time> on?	[]		Teams	Speech	1	1.13		
00f314e4-7da8-4de7-bb59-0171950c14f3	1	4/27/2020 11:37	user_other		OK.				[]		Teams	Speech	1	1.13		
00f314e4-7da8-4de7-bb59-0171950c14f3	2	4/27/2020 11:37	user_other		Next up, , at 6:00 PM, Check in for manual testing				[]		Teams	Speech	1	1.13		
00f55e2a-430e-4159-8af2-7ee799d713a3	0	4/22/2020 6:05	user	Start message calls skill.	Alright, who's the message going to?	NOTSURE	notsure_other	Start message calls skill.	[]		Teams	Speech	4	1.13		
00facf49-fe5f-4b86-acd1-a56d4c5177ad	0	4/30/2020 3:41	user	Next meeting.		CALENDAR	find_calendar_entry	<start_time>Next</start_time> meeting.	[]		Teams	Speech	7	1.13		
00facf49-fe5f-4b86-acd1-a56d4c5177ad	1	4/30/2020 3:41	user_other		Alright.				[]		Teams	Speech	7	1.13		
00facf49-fe5f-4b86-acd1-a56d4c5177ad	2	4/30/2020 3:41	user_other		Next up, , at 1:00 PM, Tech talk session 2 - Introduction of writing and running unit test in Teams Android				[]		Teams	Speech	7	1.13		
00ff68f2-c36e-4737-93c6-0f8210cc0a02	0	4/9/2020 20:45	user	Cancel.		COMMON	cancel	Cancel.	[]		Teams	Speech	26	1.13		
0100ed37-3d9b-4993-ab8a-4fa2df4266f7	0	4/22/2020 15:42	user	When is the next meeting?	Next up, tomorrow, at 9:30 AM, Virtual Coffee / Lunch / Happy Hour Break - Asia Friendly	CALENDAR	find_calendar_when	When is the <start_time>next</start_time> meeting?	[]		Teams	Speech	1	1.13		
01157801-696f-46b9-95f9-af9284470279	0	4/17/2020 18:53	user	Dial me into my meeting with Sha Li.	Which meeting would you like to join?	CALENDAR	connect_to_meeting	Dial me into my meeting with <contact_name>Sha Li</contact_name>.	[]		Teams	Speech	1	1.13		
01157801-696f-46b9-95f9-af9284470279	1	4/17/2020 18:53	user	The first one.	. 	CALENDAR	connect_to_meeting	The <position_ref>first</position_ref> one.	[]	{"PreviousTurnDomain": ["calendar"], "PreviousTurnIntent": ["connect_to_meeting"], "TaskFrameGUID": ["CalendarReviewJoinMeetingFollowUpGUID"], "TaskFrameStatus": ["InProgress"]}	Teams	Speech	1	1.13		1
011670a3-7d8e-46d5-98be-1104ea88436f	0	4/20/2020 8:44	user	Go to instant ink.	Sorry, I'm not able to help with this one.	TEAMSACTION	teamspace_navigate	Go to <teamspace_keyword>instant ink</teamspace_keyword>.	[]		Teams	Speech	1	1.13		
0126dd02-25a0-436b-bc1f-84e528e2ddcb	0	4/13/2020 5:22	user	Show me my recent files.	unk_fv	FILES	file_search	Show me <contact_name>my</contact_name> <file_recency>recent</file_recency> files.	[]		Teams	Speech	7	1.13		
012a26ae-c171-48d3-ba40-8211cf75b19e	0	4/16/2020 8:53	user	Either person to the call.	Who do you want to add to the call?	NOTSURE	other_domain	Either person to the call.	[]		Teams	Speech	1	1.13		
01347515-6ef5-4d51-a377-fa89c18e2a54	0	4/16/2020 21:50	user	What meetings do I have?	I found 5 events for today.	CALENDAR	find_calendar_entry	What meetings do I have?	[]		Teams	Speech	3	1.13		
01389df7-2d39-4e73-87f7-d65b4062c2bb	0	4/6/2020 7:24	user	Call voice.	You don't have missed calls. Have a nice day!	COMMUNICATION	call_voice_mail	Call voice.	[]		Teams	Speech	1	1.13		
01390dcd-e4fa-4454-b882-e919d88dd3cf	0	4/13/2020 14:09	user	What can you do?	unk_fv	COMMON	help	What can you do?	[]		Teams	Speech	147	1.13		
013bfca5-6e7c-4ecf-9666-a5351fc62da0	0	4/8/2020 6:33	user	Go to settings.	. 	NOTSURE	other_domain	Go to settings.	[]		Teams	Speech	20	1.13		
014070ac-8f94-42f6-810f-e30891310925	0	4/2/2020 21:29	user	Share the Great deck.	Sure, which presentation?	FILES	file_share	Share the <file_keyword>Great</file_keyword> <file_type>deck</file_type>.	[]		Teams	Speech	2	1.13		
01448e37-aa72-4ab2-8d7b-2cdb448ae269	0	4/29/2020 11:18	user	What do I have tomorrow?		CALENDAR	find_calendar_entry	What do I have <start_date>tomorrow</start_date>?	[]		Teams	Speech	34	1.13		
01448e37-aa72-4ab2-8d7b-2cdb448ae269	1	4/29/2020 11:18	user_other		Alright.				[]		Teams	Speech	34	1.13		
01448e37-aa72-4ab2-8d7b-2cdb448ae269	2	4/29/2020 11:18	user_other		I see 9 events for tomorrow.				[]		Teams	Speech	34	1.13		
0144ad72-4336-40fc-b473-bc2e1457bf3a	0	4/22/2020 23:32	user	Send message to my last meeting.	What's your message?	COMMUNICATION	send_text_meeting	Send message to my <order_ref>last</order_ref> meeting.	[]		Teams	Speech	1	1.13		
01469013-81e9-4df9-99fe-7be18e366344	0	4/3/2020 1:41	user	What is the weather?	Sorry, I don't know the answer to this one.	NOTSURE	other_domain	What is the weather?	[]		Teams	Speech	1	1.13		
014c4c8b-3c78-48fc-add0-64b3327de714	0	4/29/2020 9:21	user	What do I have today?		CALENDAR	find_calendar_entry	What do I have <start_date>today</start_date>?	[]		Teams	Speech	59	1.13		
014c4c8b-3c78-48fc-add0-64b3327de714	1	4/29/2020 9:21	user_other		OK.				[]		Teams	Speech	59	1.13		
014c4c8b-3c78-48fc-add0-64b3327de714	2	4/29/2020 9:21	user_other		I'm finding 2 events for today.				[]		Teams	Speech	59	1.13		
01559b6e-52cc-4bc3-abcc-c3fdf22f2f45	0	4/23/2020 5:52	user	Cortana banana.	Sorry, I don't know the answer to this one.	NOTSURE	other_domain	Cortana banana.	[]		Teams	Speech	2	1.13		
015691bb-5df4-44e2-a361-a59b59e49ef2	0	4/16/2020 0:02	user	Do you like Alexa?	<speak version='1.0' xmlns='http://www.w3.org/2001/10/synthesis' xmlns:mstts='https://www.w3.org/2001/mstts' xml:lang='en-US'> <audio src="https://cloudnus.azureedge.net/evaneural/chitchat/en-us/old/3600009967.opus">You bet. Alexa seems cool.</audio></speak>	NOTSURE	other_domain	Do you like Alexa?	[]		Teams	Speech	1	1.13		
015a5775-474e-453c-af40-b755b81215f8	0	4/13/2020 10:00	user	Hello.	unk_fv	NOTSURE	other_domain	Hello.	[]		Teams	Speech	155	1.13		
016eecac-3205-41f0-80d1-84cdc3d92fe7	0	4/15/2020 5:03	user	Hey Cortana join the meeting.		CALENDAR	connect_to_meeting	Hey Cortana join the meeting.	[]		Teams	Speech	1	1.13		
016eecac-3205-41f0-80d1-84cdc3d92fe7	1	4/15/2020 5:03	user_other		Joining your 1:00 PM. 				[]		Teams	Speech	1	1.13		
0178d621-71a0-4ae2-a4b6-de09527798dc	0	4/14/2020 11:11	user	Get my messages from Mohammad Abu Mahmoud.	unk_fv	COMMUNICATION	query_message	Get my messages from <from_contact_name>Mohammad Abu Mahmoud</from_contact_name>.	[]		Teams	Speech	2	1.13		
01800cd4-dacb-4a44-b04c-5fc6ef48dc7e	0	4/30/2020 21:11	user	Add Toby Miller to the meeting.	Which one should I add?	CALENDAR	add_attendee	Add <contact_name>Toby Miller</contact_name> to the meeting.	[]		Teams	Speech	1	1.13		
01800cd4-dacb-4a44-b04c-5fc6ef48dc7e	1	4/30/2020 21:11	user	Just one.	Which one did you want?	CALENDAR	add_attendee	Just one.	[]	{"PreviousTurnDomain": ["calendar"], "PreviousTurnIntent": ["add_attendee"], "TaskFrameGUID": ["AddToCallSkillGUID"], "TaskFrameStatus": ["InProgress"]}	Teams	Speech	1	1.13		
01800cd4-dacb-4a44-b04c-5fc6ef48dc7e	2	4/30/2020 21:11	user	Toby Miller.	Adding Toby Miller.	CALENDAR	add_attendee	<contact_name>Toby Miller</contact_name>.	[]	{"PreviousTurnDomain": ["calendar"], "PreviousTurnIntent": ["add_attendee"], "TaskFrameGUID": ["AddToCallSkillGUID"], "TaskFrameStatus": ["InProgress"]}	Teams	Speech	1	1.13		
0184002a-b57e-450d-bf9c-a49ef40e0deb	0	4/14/2020 21:48	user	Move to very last slide.	unk_fv	INMEETING	goto_slide	Move to very <slide_number>last</slide_number> slide.	[]		Teams	Speech	2	1.13		
0184d549-af00-487c-86f0-e8e7f733bb1d	0	4/3/2020 9:37	user	In meeting.	I'm sorry, but I can't help with that.	NOTSURE	other_domain	In meeting.	[]		Teams	Speech	1	1.13		
0191d340-3863-48d4-90bd-d60f21d365ca	0	4/14/2020 6:23	user	What meetings do I have today?		CALENDAR	find_calendar_entry	What meetings do I have <start_date>today</start_date>?	[]		Teams	Speech	41	1.13		
0191d340-3863-48d4-90bd-d60f21d365ca	1	4/14/2020 6:23	user_other		OK.				[]		Teams	Speech	41	1.13		
0191d340-3863-48d4-90bd-d60f21d365ca	2	4/14/2020 6:23	user_other		I found 6 events for today.				[]		Teams	Speech	41	1.13		
01927312-f55f-4c40-84ca-1a63e690179f	0	4/25/2020 15:37	user	When's my next meeting?		CALENDAR	find_calendar_when	When's my <start_time>next</start_time> meeting?	[]		Teams	Speech	47	1.13		
01927312-f55f-4c40-84ca-1a63e690179f	1	4/25/2020 15:37	user_other		OK.				[]		Teams	Speech	47	1.13		
01927312-f55f-4c40-84ca-1a63e690179f	2	4/25/2020 15:37	user_other		Next up, tomorrow, at 8:00 AM, TIME STUDY				[]		Teams	Speech	47	1.13		
01931caa-dd62-4538-80bb-ef21a7c02a89	0	4/13/2020 22:00	user	Share the Great a PowerPoint.	unk_fv	FILES	file_share	Share the <file_keyword>Great a</file_keyword> <file_type>PowerPoint</file_type>.	[]		Teams	Speech	1	1.13		
01945eb8-e8a8-497a-8d0d-c429b6a3d1ae	0	4/29/2020 21:41	user	Share the make it unique talk with mula.	Sorry, I'm not able to help with this one.	NOTSURE	other_domain	Share the make it unique talk with mula.	[]		Teams	Speech	1	1.13		
019806e1-06ae-423f-a01b-9ebaa203a10d	0	4/13/2020 21:51	user	Should I sell drugs to children?	unk_fv	NOTSURE	other_domain	Should I sell drugs to children?	[]		Teams	Speech	1	1.13		
019a1860-e95e-4a30-8f9b-e1daf5658068	0	4/1/2020 18:09	user	Call Ankur.	OK, Which one would you like to call?	COMMUNICATION	make_call	Call <contact_name>Ankur</contact_name>.	[]		Teams	Speech	1	1.13		
019c02b7-c238-4a65-b735-492edcc43fe5	0	4/13/2020 21:56	user	Text Nick.	unk_fv	COMMUNICATION	send_text	Text <contact_name>Nick</contact_name>.	[]		Teams	Speech	4	1.13		
019c5c6e-2935-4729-ae5a-c2ca69d66fc4	0	4/1/2020 2:53	user	Hey Cortana join my meeting on 3:00 PM.	Joining your 3:00 PM. 	CALENDAR	connect_to_meeting	Hey Cortana join my meeting on <start_time>3:00 PM</start_time>.	[]		Teams	Speech	1	1.13		
01a76e74-b991-4388-ab9f-3f82aee649ee	0	4/1/2020 8:41	user	Join it.	Sorry, I'm not able to help with this one.	NOTSURE	ambiguous	Join it.	[]		Teams	Speech	1	1.13		
01ca4bce-3c1a-4a9d-bb8f-2e81a1fe0498	0	4/16/2020 23:16	user	Hey Cortana message my meeting.	OK, Message everyone... on which meeting?	COMMUNICATION	send_text_meeting	Hey Cortana message my meeting.	[]		Teams	Speech	1	1.13		
01d1ac1d-f98c-4f53-974a-9c8e3efe4764	0	4/6/2020 8:25	user	Next.	Sorry, I don't know the answer to this one.	COMMON	show_next	Next.	[]		Teams	Speech	14	1.13		
01da3f6c-ccb9-4247-a101-623cffb8d94c	0	4/7/2020 9:46	user	Send a message to Xu.	Which one do you wanna message?	COMMUNICATION	send_text	Send a message to <contact_name>Xu</contact_name>.	[]		Teams	Speech	2	1.13		
01e8d814-33b7-405a-a4f8-75cdf6f71f75	0	4/30/2020 22:02	user	Join my meeting.		CALENDAR	connect_to_meeting	Join my meeting.	[]		Teams	Speech	99	1.13		
01e8d814-33b7-405a-a4f8-75cdf6f71f75	1	4/30/2020 22:02	user_other		Alright.				[]		Teams	Speech	99	1.13		
01e8d814-33b7-405a-a4f8-75cdf6f71f75	2	4/30/2020 22:02	user_other		Joining your 3:00 PM. 				[]		Teams	Speech	99	1.13		
01ea5495-e2ce-46ab-96b9-8d9e39ae2a32	0	4/1/2020 2:44	user	Take me a joke.	<speak version='1.0' xmlns='http://www.w3.org/2001/10/synthesis' xmlns:mstts='https://www.w3.org/2001/mstts' xml:lang='en-US'> <audio src="https://cloudnus.azureedge.net/evaneural/chitchat/en-us/old/3600000192.opus">I wondered why the baseball was getting bigger. Then it hit me.</audio></speak>	NOTSURE	other_domain	Take me a joke.	[]		Teams	Speech	1	1.13		
01eb1800-5757-4b5c-9d10-03534ddc296c	0	4/6/2020 20:23	user	Open Kingston PowerPoint.	Which PowerPoint should I open?	FILES	file_open	Open <file_keyword>Kingston</file_keyword> <file_type>PowerPoint</file_type>.	[]		Teams	Speech	1	1.13		
01eff5e8-17e5-44c7-9223-814bc558e0a3	0	4/2/2020 22:00	user	Go to voice skills channel.	I'm sorry, but I can't help with that.	TEAMSACTION	teamspace_navigate	Go to <teamspace_channel>voice skills</teamspace_channel> channel.	[]		Teams	Speech	4	1.13		
01f0fd6b-2c25-4889-abc4-d3e56d458abf	0	4/30/2020 21:16	user	Join my meeting with Maya.	OK, Which Maya would you like?	CALENDAR	connect_to_meeting	Join my meeting with <contact_name>Maya</contact_name>.	[]		Teams	Speech	2	1.13		
01f0fd6b-2c25-4889-abc4-d3e56d458abf	1	4/30/2020 21:16	user	Second one.		CALENDAR	connect_to_meeting	<position_ref>Second</position_ref> one.	[]	{"PreviousTurnDomain": ["calendar"], "PreviousTurnIntent": ["connect_to_meeting"], "TaskFrameGUID": ["ContactResolutionGUID"], "TaskFrameStatus": ["InProgress"]}	Teams	Speech	2	1.13		1
01f0fd6b-2c25-4889-abc4-d3e56d458abf	2	4/30/2020 21:16	user_other		OK.				[]		Teams	Speech	2	1.13		1
01f0fd6b-2c25-4889-abc4-d3e56d458abf	3	4/30/2020 21:16	user_other		Would you like to join your 3:30 PM now?				[]		Teams	Speech	2	1.13		1
01f0fd6b-2c25-4889-abc4-d3e56d458abf	4	4/30/2020 21:16	user	Yes.	Joining your 3:30 PM. 	CALENDAR	confirm	Yes.	[]	{"PreviousTurnDomain": ["calendar"], "PreviousTurnIntent": ["connect_to_meeting"], "TaskFrameGUID": ["CalendarReviewJoinMeetingFollowUpGUID"], "TaskFrameStatus": ["InProgress"]}	Teams	Speech	2	1.13		1
01f174ae-512c-4977-bbf0-9f70017c4b9c	0	4/25/2020 1:22	user	When is my next meeting on Monday?		CALENDAR	find_calendar_when	When is my <start_time>next</start_time> meeting on <start_date>Monday</start_date>?	[]		Teams	Speech	1	1.13		
01f174ae-512c-4977-bbf0-9f70017c4b9c	1	4/25/2020 1:22	user_other		Alright.				[]		Teams	Speech	1	1.13		
01f174ae-512c-4977-bbf0-9f70017c4b9c	2	4/25/2020 1:22	user_other		Sorry, I've hit a snag accessing your calendar. Try again in a bit.				[]		Teams	Speech	1	1.13		
01f9c483-4ed9-449f-b354-1b39e502139f	0	4/7/2020 6:59	user	Join my test meeting.		CALENDAR	connect_to_meeting	Join my <title>test meeting</title>.	[]		Teams	Speech	1	1.13		
01f9c483-4ed9-449f-b354-1b39e502139f	1	4/7/2020 6:59	user_other		Which meeting would you like to join?				[]		Teams	Speech	1	1.13		
02010b7f-8e26-4691-a14d-2d93c21b5202	0	4/28/2020 20:05	user	Can you send email?	Sorry, I'm not able to help with this one.	NOTSURE	other_domain	Can you send email?	[]		Teams	Speech	1	1.13		
