ConversationId	MessageId	MessageTimestamp	MessageFrom	MessageText	CortanaResponse	JudgedDomain	JudgedIntent	JudgedConstraints	MetaData	ConversationContext	Dataset	SampleType	Frequency	GuidelineVersion	NotCallingLU	AppFlavor
e36b1016-97e8-47ff-badf-46f55e6ff625	0		user	Show my next appointment.		CALENDAR	find_calendar_entry	Show my <start_time>next</start_time> appointment.	[]		OutlookVoiceSearch	Speech	5	1.13		
b079c317-7181-4828-9c72-a2fa77890e91	0		user	What meetings do I have today?		CALENDAR	find_calendar_entry	What meetings do I have <start_date>today</start_date>?	[]		OutlookVoiceSearch	Speech	5	1.13		
368a69ce-df88-4219-ba97-bce4a871c6fd	0		user	Tell me my next meeting.		CALENDAR	find_calendar_entry	Tell me my <start_time>next</start_time> meeting.	[]		OutlookVoiceSearch	Speech	5	1.13		
aea3bf15-acfe-478b-ad18-e0c7237ca956	0		user	Email Diego.		EMAILSEARCH	search_email	<message_type>Email</message_type> <contact_name>Diego</contact_name>.	[]		OutlookVoiceSearch	Speech	5	1.13		
79436d74-39fb-428b-8853-a787f811950e	0		user	File for test dog document.		FILES	file_search	File for <file_keyword>test dog</file_keyword> document.	[]		OutlookVoiceSearch	Speech	5	1.13		
537c9fe0-9489-40bf-8fb5-43f833a49359	0		user	File for test dog.		FILES	file_search	File for <file_keyword>test dog</file_keyword>.	[]		OutlookVoiceSearch	Speech	5	1.13		
b0557fc3-aa52-4831-986d-6f89fb29da6f	0		user	When was my last meeting with Shwetambari Mokadam?		CALENDAR	find_calendar_when	When was my <order_ref>last</order_ref> meeting with <contact_name>Shwetambari Mokadam</contact_name>?	[]		OutlookVoiceSearch	Speech	5	1.13		
e4e0ff6d-ac5e-4c8d-90a8-dd4a7152ca07	0		user	Make a call.		NOTSURE	other_domain	Make a call.	[]		OutlookVoiceSearch	Speech	4	1.13		
73c33958-23b0-41dc-978c-a8a0e83e42bc	0		user	Hello hello.		NOTSURE	other_domain	Hello hello.	[]		OutlookVoiceSearch	Speech	4	1.13		
5dea85be-0316-4f29-a146-c547c9404a70	0		user	What's up?		NOTSURE	other_domain	What's up?	[]		OutlookVoiceSearch	Speech	4	1.13		
99b3b4f5-6a30-4548-930a-4a2424b99201	0		user	Send email to Allison.		NOTSURE	other_domain	Send email to Allison.	[]		OutlookVoiceSearch	Speech	4	1.13		
fd9d9cf9-4a67-47ba-ac3f-71f61fdce330	0		user	Shwetambari email address.		PEOPLE	search_people_attribute	<contact_name>Shwetambari</contact_name> <people_attribute>email address</people_attribute>.	[]		OutlookVoiceSearch	Speech	4	1.13		
fc3d78bc-2cdd-422d-b2ec-59836812d2c7	0		user	What is Jose alias?		PEOPLE	search_people_attribute	What is <contact_name>Jose</contact_name> <people_attribute>alias</people_attribute>?	[]		OutlookVoiceSearch	Speech	4	1.13		
4f3df97d-8098-4016-87fd-6c1630736ab2	0		user	What is Shwetambari's phone number?		PEOPLE	search_people_attribute	What is <contact_name>Shwetambari</contact_name>'s <people_attribute>phone number</people_attribute>?	[]		OutlookVoiceSearch	Speech	4	1.13		
d8365f31-6673-43f0-be78-276682e98290	0		user	Show my meetings for today.		CALENDAR	find_calendar_entry	Show my meetings for <start_date>today</start_date>.	[]		OutlookVoiceSearch	Speech	4	1.13		
7ee872d9-503f-414f-9bd8-0473509dfb87	0		user	What is my next meeting?		CALENDAR	find_calendar_entry	What is my <start_time>next</start_time> meeting?	[]		OutlookVoiceSearch	Speech	4	1.13		
2a6529c6-774e-4cb8-9b6c-46c25de391bf	0		user	Find my next meeting.		CALENDAR	find_calendar_entry	Find my <start_time>next</start_time> meeting.	[]		OutlookVoiceSearch	Speech	4	1.13		
a7e0fc33-b124-41ab-8c21-4a3733512914	0		user	Next meeting.		CALENDAR	find_calendar_entry	<start_time>Next</start_time> meeting.	[]		OutlookVoiceSearch	Speech	4	1.13		
e4ffff0e-0bd0-4fd8-a192-40b4d684c99d	0		user	Do I have any evening meetings tonight?		CALENDAR	find_calendar_entry	Do I have any <start_time>evening</start_time> meetings <start_time>tonight</start_time>?	[]		OutlookVoiceSearch	Speech	4	1.13		
27ede95a-ddd4-43c2-921f-908be610fc10	0		user	What's my next meeting?		CALENDAR	find_calendar_entry	What's my <start_time>next</start_time> meeting?	[]		OutlookVoiceSearch	Speech	4	1.13		
5c0d738a-799a-47e5-acef-c55ff5014468	0		user	Do I have any late night meetings today?		CALENDAR	find_calendar_entry	Do I have any <start_time>late night</start_time> meetings <start_date>today</start_date>?	[]		OutlookVoiceSearch	Speech	4	1.13		
bc50f313-2040-405c-80e1-f8e935cb4fb5	0		user	Show files that Jose sent me.		FILES	file_search	Show files that <contact_name>Jose</contact_name> <file_action>sent</file_action> <to_contact_name>me</to_contact_name>.	[]		OutlookVoiceSearch	Speech	4	1.13		
a91599c2-5010-421a-b1fc-5cb779a0e261	0		user	Find email from Jose about Christmas vacation.		EMAILSEARCH	search_email	Find <message_type>email</message_type> from <contact_name_from>Jose</contact_name_from> about <keyword>Christmas vacation</keyword>.	[]		OutlookVoiceSearch	Speech	4	1.13		
9fa7236f-1eb8-4b31-87be-a312fd3e2ce3	0		user	New meeting.		CALENDAR	create_calendar_entry	New meeting.	[]		OutlookVoiceSearch	Speech	4	1.13		
d7883bf5-2767-46aa-b222-e5a3d270fa43	0		user	Most recent files.		FILES	file_search	Most <file_recency>recent</file_recency> files.	[]		OutlookVoiceSearch	Speech	4	1.13		
5a6499af-34f1-4d7d-8e36-c3a2dc422bbf	0		user	When is my next meeting with Shwetambari Mokadam?		CALENDAR	find_calendar_when	When is my <start_time>next</start_time> meeting with <contact_name>Shwetambari Mokadam</contact_name>?	[]		OutlookVoiceSearch	Speech	4	1.13		
7d97d4b9-b149-4c7c-be5b-a31424747777	0		user	Join my next meeting.		CALENDAR	connect_to_meeting	Join my <start_time>next</start_time> meeting.	[]		OutlookVoiceSearch	Speech	4	1.13		
4941b9a9-7337-47a8-acc0-5d854b2e7f06	0		user	Send Allison an email about Demo.		NOTSURE	other_domain	Send Allison an email about Demo.	[]		OutlookVoiceSearch	Speech	3	1.13		
9df0080e-5165-49d1-b5c2-328897749ec5	0		user	Call Shwetambari.		NOTSURE	other_domain	Call Shwetambari.	[]		OutlookVoiceSearch	Speech	3	1.13		
f50473c5-2af2-4de4-9c17-d410b9473f87	0		user	Send an email.		NOTSURE	other_domain	Send an email.	[]		OutlookVoiceSearch	Speech	3	1.13		
1b0dcd74-c7d6-43fa-b972-423a824d3b74	0		user	Find Ryan.		NOTSURE	other_domain	Find Ryan.	[]		OutlookVoiceSearch	Speech	3	1.13		
7de2ed4d-59f9-46ce-9af7-56f6bf5b430d	0		user	Send email to Diego am running late.		NOTSURE	other_domain	Send email to Diego am running late.	[]		OutlookVoiceSearch	Speech	3	1.13		
209422fa-e55f-4510-bb17-8c7de42aabef	0		user	Call Steven.		NOTSURE	other_domain	Call Steven.	[]		OutlookVoiceSearch	Speech	3	1.13		
dd37c235-cabb-418c-815f-a5d758bcbd4f	0		user	Send myself a note.		NOTSURE	other_domain	Send myself a note.	[]		OutlookVoiceSearch	Speech	3	1.13		
2e125773-766f-4040-aa7f-1339a5ba15a7	0		user	Call Diego.		NOTSURE	other_domain	Call Diego.	[]		OutlookVoiceSearch	Speech	3	1.13		
a219c70f-ab7a-413c-91d6-11118bbf033b	0		user	What is Shwetambari Mokadam's contact?		PEOPLE	search_people_attribute	What is <contact_name>Shwetambari Mokadam</contact_name>'s <people_attribute>contact</people_attribute>?	[]		OutlookVoiceSearch	Speech	3	1.13		
d17d755e-fc39-4301-bd5b-173a403410e2	0		user	What is Shwetambari Mokadam's phone number?		PEOPLE	search_people_attribute	What is <contact_name>Shwetambari Mokadam</contact_name>'s <people_attribute>phone number</people_attribute>?	[]		OutlookVoiceSearch	Speech	3	1.13		
9c9bb676-c299-4c33-bc28-386b8424f774	0		user	What's next?		CALENDAR	find_calendar_entry	What's <start_time>next</start_time>?	[]		OutlookVoiceSearch	Speech	3	1.13		
4b47837e-0ae6-4242-9295-f9bd2bdb3a1a	0		user	Show today's meetings.		CALENDAR	find_calendar_entry	Show <start_date>today</start_date>'s meetings.	[]		OutlookVoiceSearch	Speech	3	1.13		
153bba50-7865-4b4a-a1ed-e6a07a93b97f	0		user	Email from Melissa last month.		EMAILSEARCH	search_email	<message_type>Email</message_type> from <contact_name_from>Melissa</contact_name_from> <start_date>last month</start_date>.	[]		OutlookVoiceSearch	Speech	3	1.13		
1461b4ff-2848-4015-aa2d-1ae004d711e7	0		user	Email from Shwetambari Mokadam.		EMAILSEARCH	search_email	<message_type>Email</message_type> from <contact_name_from>Shwetambari Mokadam</contact_name_from>.	[]		OutlookVoiceSearch	Speech	3	1.13		
f94e26b5-564c-41c3-9b14-a702e6a2bcf8	0		user	Shwetambari Mokadam email.		EMAILSEARCH	search_email	<contact_name>Shwetambari Mokadam</contact_name> <message_type>email</message_type>.	[]		OutlookVoiceSearch	Speech	3	1.13		
2668410c-d9e6-43ad-9b7a-86f14b56bc63	0		user	Search for mails from Shwetambari Mokadam.		EMAILSEARCH	search_email	Search for <message_type>mails</message_type> from <contact_name_from>Shwetambari Mokadam</contact_name_from>.	[]		OutlookVoiceSearch	Speech	3	1.13		
1c06a8ed-a942-4ffe-8754-95d1ab0d8d19	0		user	Emails from Shankha.		EMAILSEARCH	search_email	<message_type>Emails</message_type> from <contact_name_from>Shankha</contact_name_from>.	[]		OutlookVoiceSearch	Speech	3	1.13		
39bcfaee-f41f-4698-af0d-5cd427946b16	0		user	Jose Gomez-Angulo email.		EMAILSEARCH	search_email	<contact_name>Jose Gomez-Angulo</contact_name> <message_type>email</message_type>.	[]		OutlookVoiceSearch	Speech	3	1.13		
806b150d-2764-46d1-8a8c-e27fd49b604a	0		user	Emails from Diego.		EMAILSEARCH	search_email	<message_type>Emails</message_type> from <contact_name_from>Diego</contact_name_from>.	[]		OutlookVoiceSearch	Speech	3	1.13		
415b1d4f-e12e-4d68-b5ce-d991d9ec7c17	0		user	Email from Shwetambari Mokadam to Jose Gomez-Angulo.		EMAILSEARCH	search_email	<message_type>Email</message_type> from <contact_name_from>Shwetambari Mokadam</contact_name_from> to <contact_name_to>Jose Gomez-Angulo</contact_name_to>.	[]		OutlookVoiceSearch	Speech	3	1.13		
8780856f-ce47-4fa1-a023-a0680b2b25a5	0		user	Show me recent attachments.		EMAILSEARCH	search_email	Show me <order_ref>recent</order_ref> <attachment>attachments</attachment>.	[]		OutlookVoiceSearch	Speech	3	1.13		
5a836780-ee31-4fbb-bd3e-aa1fb95079c3	0		user	Files from Shwetambari Mokadam.		FILES	file_search	Files from <contact_name>Shwetambari Mokadam</contact_name>.	[]		OutlookVoiceSearch	Speech	3	1.13		
b39f93c5-34c6-43db-b88a-6aacc77736d9	0		user	Shwetambari email.		EMAILSEARCH	search_email	<contact_name>Shwetambari</contact_name> <message_type>email</message_type>.	[]		OutlookVoiceSearch	Speech	3	1.13		
69d8d7e6-66ce-4181-8b7a-809706f5310f	0		user	Shwetambari info.		PEOPLE	search_people_by_name	<contact_name>Shwetambari</contact_name> info.	[]		OutlookVoiceSearch	Speech	3	1.13		
557cc908-6d3f-424c-9481-bad5d6639a53	0		user	Shwetambari Mokadam's files.		FILES	file_search	<contact_name>Shwetambari Mokadam</contact_name>'s files.	[]		OutlookVoiceSearch	Speech	3	1.13		
26f50fd7-dc9e-464d-b9a3-4b61347af3d2	0		user	Shiproom files.		FILES	file_search	<file_keyword>Shiproom</file_keyword> files.	[]		OutlookVoiceSearch	Speech	3	1.13		
c2156e3a-03f4-4663-97e7-2be9acbbd3b2	0		user	Find my recent files.		FILES	file_search	Find <contact_name>my</contact_name> <file_recency>recent</file_recency> files.	[]		OutlookVoiceSearch	Speech	3	1.13		
aa675a88-0b76-48c6-bd2c-122c6dbdecc5	0		user	Launch time.		NOTSURE	notsure_other	Launch time.	[]		OutlookVoiceSearch	Speech	3	1.13		
f509570b-9af2-4236-b852-e9ef1c6bdf6b	0		user	Show my next meeting.		CALENDAR	calendar_other	Show my <start_time>next</start_time> meeting.	[]		OutlookVoiceSearch	Speech	3	1.13		
015f89d4-750a-4454-9d78-27ed20186f48	0		user	Email Claire Mills.		NOTSURE	other_domain	Email Claire Mills.	[]		OutlookVoiceSearch	Speech	2	1.13		
3c83f0fe-b0e9-4252-ac60-6968d343e853	0		user	She profiles.		NOTSURE	other_domain	She profiles.	[]		OutlookVoiceSearch	Speech	2	1.13		
028b5cac-ba8e-4085-bc9b-08f4b9ccc32b	0		user	Could you please call Talon?		NOTSURE	other_domain	Could you please call Talon?	[]		OutlookVoiceSearch	Speech	2	1.13		
6853ceb9-319c-4424-b5b1-5e7c4656c13e	0		user	Call Jon Lopez.		NOTSURE	other_domain	Call Jon Lopez.	[]		OutlookVoiceSearch	Speech	2	1.13		
5e47aec8-d716-4ad3-bb62-37131a2a5b01	0		user	Send email to Malik.		NOTSURE	other_domain	Send email to Malik.	[]		OutlookVoiceSearch	Speech	2	1.13		
b4d41f6c-7c75-450e-a654-1cd1ffaf51b6	0		user	Send myself an email to remember to walk the dog.		NOTSURE	other_domain	Send myself an email to remember to walk the dog.	[]		OutlookVoiceSearch	Speech	2	1.13		
2f35a2e8-2de3-4930-bc1e-2274bf79f8e9	0		user	Hello.		NOTSURE	other_domain	Hello.	[]		OutlookVoiceSearch	Speech	2	1.13		
4a03840b-fbf6-4233-9b8c-803375a5df74	0		user	Call Beryl.		NOTSURE	other_domain	Call Beryl.	[]		OutlookVoiceSearch	Speech	2	1.13		
8bab9ffc-53e1-4271-a4b5-4d5ee7074004	0		user	Call Allison on teams.		NOTSURE	other_domain	Call Allison on teams.	[]		OutlookVoiceSearch	Speech	2	1.13		
9fd92835-e685-45f9-92c8-d77adf498dd3	0		user	Send me an email about walking the dog.		NOTSURE	other_domain	Send me an email about walking the dog.	[]		OutlookVoiceSearch	Speech	2	1.13		
a68b1835-f228-491d-825d-3cea9e16d544	0		user	Send note to Beryl.		NOTSURE	other_domain	Send note to Beryl.	[]		OutlookVoiceSearch	Speech	2	1.13		
0e58c047-a4e4-4e99-9956-56e75f2d88bf	0		user	Email EMI.		NOTSURE	other_domain	Email EMI.	[]		OutlookVoiceSearch	Speech	2	1.13		
6e822c61-868b-405f-9925-158b9e8fc412	0		user	Send myself an email to walk the dog.		NOTSURE	other_domain	Send myself an email to walk the dog.	[]		OutlookVoiceSearch	Speech	2	1.13		
4f1c0b4d-0ed6-4032-b2fc-3bae9b31e350	0		user	Send an email to Beryl.		NOTSURE	other_domain	Send an email to Beryl.	[]		OutlookVoiceSearch	Speech	2	1.13		
9b60eef3-d117-4f3c-887d-7eadb928ffe8	0		user	Testing testing.		NOTSURE	other_domain	Testing testing.	[]		OutlookVoiceSearch	Speech	2	1.13		
bd51a125-8f37-4867-b129-6b78cb29665d	0		user	Blah blah blah.		NOTSURE	other_domain	Blah blah blah.	[]		OutlookVoiceSearch	Speech	2	1.13		
bf6c91e2-d99c-4f51-930e-4ab2ebff5dab	0		user	Phone Shwetambari.		NOTSURE	other_domain	Phone Shwetambari.	[]		OutlookVoiceSearch	Speech	2	1.13		
16762b50-3e27-4b86-b05e-e17d24f3d018	0		user	Call Jaclyn.		NOTSURE	other_domain	Call Jaclyn.	[]		OutlookVoiceSearch	Speech	2	1.13		
0834beca-c8a3-4470-b2a0-8fac16da7783	0		user	Call Jose.		NOTSURE	other_domain	Call Jose.	[]		OutlookVoiceSearch	Speech	2	1.13		
373d8957-cdb9-4f50-8651-41deb9806e76	0		user	Call Craig McIntyre.		NOTSURE	other_domain	Call Craig McIntyre.	[]		OutlookVoiceSearch	Speech	2	1.13		
73402062-af63-4447-8c66-70812aa24dce	0		user	Email Beryl.		NOTSURE	other_domain	Email Beryl.	[]		OutlookVoiceSearch	Speech	2	1.13		
888f62c6-1f12-48ee-8023-15423b9a2492	0		user	Send note to EMI.		NOTSURE	other_domain	Send note to EMI.	[]		OutlookVoiceSearch	Speech	2	1.13		
332569de-6565-4cc5-95a4-3a0a1c0f7ed4	0		user	Call Harris.		NOTSURE	other_domain	Call Harris.	[]		OutlookVoiceSearch	Speech	2	1.13		
a878277a-d7cc-4af4-a598-3708699d7dbf	0		user	Send note to me I'm running late.		NOTSURE	other_domain	Send note to me I'm running late.	[]		OutlookVoiceSearch	Speech	2	1.13		
732a04ea-e725-4ced-8e2b-a7b1a47ba442	0		user	Contact Shwetambari.		NOTSURE	other_domain	Contact Shwetambari.	[]		OutlookVoiceSearch	Speech	2	1.13		
e4312681-5ad8-496a-a6b3-061ac61e954d	0		user	Hey.		NOTSURE	other_domain	Hey.	[]		OutlookVoiceSearch	Speech	2	1.13		
203ee5dd-3c2a-44b8-8d0c-e78a20814fb9	0		user	Find Shwetambari contact information.		PEOPLE	search_people_attribute	Find <contact_name>Shwetambari</contact_name> <people_attribute>contact information</people_attribute>.	[]		OutlookVoiceSearch	Speech	2	1.13		
be01cfc1-0496-4707-b6aa-0da56f82cbfa	0		user	Abraham email address.		PEOPLE	search_people_attribute	<contact_name>Abraham</contact_name> <people_attribute>email address</people_attribute>.	[]		OutlookVoiceSearch	Speech	2	1.13		
79c7eb21-d61d-42de-8fb3-6c4080ee4b2f	0		user	What is Jose's number?		PEOPLE	search_people_attribute	What is <contact_name>Jose</contact_name>'s <people_attribute>number</people_attribute>?	[]		OutlookVoiceSearch	Speech	2	1.13		
22e200fd-7f04-46eb-9878-3816d579e045	0		user	Craig's phone number.		PEOPLE	search_people_attribute	<contact_name>Craig</contact_name>'s <people_attribute>phone number</people_attribute>.	[]		OutlookVoiceSearch	Speech	2	1.13		
3ba522dc-e91e-4476-9b7d-3dda2800ea06	0		user	What is Shwetambari contact?		PEOPLE	search_people_attribute	What is <contact_name>Shwetambari</contact_name> <people_attribute>contact</people_attribute>?	[]		OutlookVoiceSearch	Speech	2	1.13		
dd38f6f2-d122-4bf7-a537-85d867439436	0		user	What is Jose's phone number?		PEOPLE	search_people_attribute	What is <contact_name>Jose</contact_name>'s <people_attribute>phone number</people_attribute>?	[]		OutlookVoiceSearch	Speech	2	1.13		
89d54b49-593a-4ec2-a8bc-d404219d8622	0		user	What is Abraham's phone number?		PEOPLE	search_people_attribute	What is <contact_name>Abraham</contact_name>'s <people_attribute>phone number</people_attribute>?	[]		OutlookVoiceSearch	Speech	2	1.13		
7928acc9-43b2-495c-9033-849b8a81bb76	0		user	What is Shwetambari number?		PEOPLE	search_people_attribute	What is <contact_name>Shwetambari</contact_name> <people_attribute>number</people_attribute>?	[]		OutlookVoiceSearch	Speech	2	1.13		
7a5a2ff3-a776-4079-b0b1-512e2f06f2fa	0		user	Show my recurring meetings for next week.		CALENDAR	find_calendar_entry	Show my recurring meetings for <start_date>next week</start_date>.	[]		OutlookVoiceSearch	Speech	2	1.13		
6f73f9ac-009f-4682-a7d0-7be91192e8e1	0		user	Do I have any evening meetings?		CALENDAR	find_calendar_entry	Do I have any <start_time>evening</start_time> meetings?	[]		OutlookVoiceSearch	Speech	2	1.13		
91250a50-2104-4962-99c9-b026824ed73a	0		user	Emails from Jason.		EMAILSEARCH	search_email	<message_type>Emails</message_type> from <contact_name_from>Jason</contact_name_from>.	[]		OutlookVoiceSearch	Speech	2	1.13		
71c2cd5b-b181-4df6-8e9a-94fe7f5046fe	0		user	Email from Shwetambari to Jose.		EMAILSEARCH	search_email	<message_type>Email</message_type> from <contact_name_from>Shwetambari</contact_name_from> to <contact_name_to>Jose</contact_name_to>.	[]		OutlookVoiceSearch	Speech	2	1.13		
08b8deb8-ef07-4cdd-be43-9bb549fb8dcd	0		user	Files from Jennifer.		FILES	file_search	Files from <contact_name>Jennifer</contact_name>.	[]		OutlookVoiceSearch	Speech	2	1.13		
edc4aa96-8b6d-491c-93a1-a436d21d637f	0		user	Email from Melissa in April.		EMAILSEARCH	search_email	<message_type>Email</message_type> from <contact_name_from>Melissa</contact_name_from> in <start_date>April</start_date>.	[]		OutlookVoiceSearch	Speech	2	1.13		
9385b5ae-3ffc-4b55-8518-eb7a7f20f0c5	0		user	Emails from Craig.		EMAILSEARCH	search_email	<message_type>Emails</message_type> from <contact_name_from>Craig</contact_name_from>.	[]		OutlookVoiceSearch	Speech	2	1.13		
194e9d00-2bcb-41f9-9c61-4c36d94421c9	0		user	Set up a meeting with Diego.		CALENDAR	create_calendar_entry	Set up a meeting with <contact_name>Diego</contact_name>.	[]		OutlookVoiceSearch	Speech	2	1.13		
2a02a3eb-3efe-430a-a134-bc345c6172a0	0		user	Set up an appointment.		CALENDAR	create_calendar_entry	Set up an appointment.	[]		OutlookVoiceSearch	Speech	2	1.13		
56becac9-17d3-4c39-af48-86e77b3c3682	0		user	Create a meeting with Diego.		CALENDAR	create_calendar_entry	Create a meeting with <contact_name>Diego</contact_name>.	[]		OutlookVoiceSearch	Speech	2	1.13		
9221943f-411b-4866-9715-8242266a1835	0		user	Create a meeting with Chad.		CALENDAR	create_calendar_entry	Create a meeting with <contact_name>Chad</contact_name>.	[]		OutlookVoiceSearch	Speech	2	1.13		
828bf6fd-29cb-4f59-8d90-781298a99b13	0		user	Jose info.		NOTSURE	ambiguous	Jose info.	[]		OutlookVoiceSearch	Speech	2	1.13		
8802a302-4d86-4d6a-bd19-4586049a31b2	0		user	Launch.		NOTSURE	ambiguous	Launch.	[]		OutlookVoiceSearch	Speech	2	1.13		
6812655e-2483-463a-9a90-c77dc680373a	0		user	Melton Malik.		NOTSURE	ambiguous	Melton Malik.	[]		OutlookVoiceSearch	Speech	2	1.13		
8502250f-3f80-4979-a12d-c588b2213450	0		user	Find Shwetambari.		PEOPLE	search_people_by_name	Find <contact_name>Shwetambari</contact_name>.	[]		OutlookVoiceSearch	Speech	2	1.13		
441419a9-b95b-4368-8b36-6a8733a133de	0		user	Find Anuja.		PEOPLE	search_people_by_name	Find <contact_name>Anuja</contact_name>.	[]		OutlookVoiceSearch	Speech	2	1.13		
f54ec2dd-7f80-4768-90bf-f8876843fcbe	0		user	Who is Shwetambari?		PEOPLE	search_people_by_name	Who is <contact_name>Shwetambari</contact_name>?	[]		OutlookVoiceSearch	Speech	2	1.13		
f90db039-5032-4954-88ce-40f68fa6852d	0		user	Who is Dexter?		PEOPLE	search_people_by_name	Who is <contact_name>Dexter</contact_name>?	[]		OutlookVoiceSearch	Speech	2	1.13		
19061140-61b3-47d5-8a10-9ec1c74c0ef0	0		user	Find Jon.		PEOPLE	search_people_by_name	Find <contact_name>Jon</contact_name>.	[]		OutlookVoiceSearch	Speech	2	1.13		
14764765-26b5-4806-a1f6-31da2f8ea635	0		user	Email Ashok.		NOTSURE	notsure_other	Email Ashok.	[]		OutlookVoiceSearch	Speech	2	1.13		
6b6696a3-038f-4ab2-9645-add1158cad97	0		user	Could you please find time with Beryl?		CALENDAR	check_availability	Could you please find time with <contact_name>Beryl</contact_name>?	[]		OutlookVoiceSearch	Speech	2	1.13		
04929bd7-ba35-4524-997d-92f1b206ecab	0		user	Email Chad Estes and say thank you for the feedback on Jaclyn.		NOTSURE	other_domain	Email Chad Estes and say thank you for the feedback on Jaclyn.	[]		OutlookVoiceSearch	Speech	1	1.13		
40fb47e9-a9e7-4c74-8361-fc86a61c30ce	0		user	Jason Voldseth.		NOTSURE	other_domain	Jason Voldseth.	[]		OutlookVoiceSearch	Speech	1	1.13		
5ffbfacf-c018-43a5-aac6-4f4f08209b29	0		user	Email Chad please.		NOTSURE	other_domain	Email Chad please.	[]		OutlookVoiceSearch	Speech	1	1.13		
ba7a8223-34d2-4e2f-941e-4723dbe827b6	0		user	Send a quick message to Craig.		NOTSURE	other_domain	Send a quick message to Craig.	[]		OutlookVoiceSearch	Speech	1	1.13		
0e3fdace-ce7e-453b-8bd4-570a4f5406a6	0		user	Open the unique name that.		NOTSURE	other_domain	Open the unique name that.	[]		OutlookVoiceSearch	Speech	1	1.13		
899cfaec-77b8-4730-ac5c-badf601344dd	0		user	Get Carl on the call.		NOTSURE	other_domain	Get Carl on the call.	[]		OutlookVoiceSearch	Speech	1	1.13		
5dd11215-9a1c-4746-af6c-e308c3e2c6fb	0		user	Send email to barrel subject bug bash saying no bugs.		NOTSURE	other_domain	Send email to barrel subject bug bash saying no bugs.	[]		OutlookVoiceSearch	Speech	1	1.13		
df4e9c5b-55f1-4ad3-bdcd-d969087f78fd	0		user	Send email to Purvi that I am running late.		NOTSURE	other_domain	Send email to Purvi that I am running late.	[]		OutlookVoiceSearch	Speech	1	1.13		
dbf48552-9d1d-4d3a-9f9f-cf3260edcfee	0		user	Ling.		NOTSURE	other_domain	Ling.	[]		OutlookVoiceSearch	Speech	1	1.13		
3083f28e-f4d4-4f6d-9a96-f965286b6aba	0		user	Find Shankha.		NOTSURE	other_domain	Find Shankha.	[]		OutlookVoiceSearch	Speech	1	1.13		
bda334b7-fdc2-4ac4-8706-260ac4aadbff	0		user	Send email to Beryl saying no bugs.		NOTSURE	other_domain	Send email to Beryl saying no bugs.	[]		OutlookVoiceSearch	Speech	1	1.13		
dcc614dc-e506-46f4-b42f-84cdf6f2b713	0		user	Call Purvi.		NOTSURE	other_domain	Call Purvi.	[]		OutlookVoiceSearch	Speech	1	1.13		
