ConversationId	MessageId	MessageTimestamp	MessageFrom	MessageText	JudgedDomain	JudgedIntent	JudgedConstraints	MetaData	ConversationContext	Frequency
27	0		user	Send email to Jose that I’m running late for our meeting	EMAIL	send_email	Send <message_type>email</message_type> to <contact_name>Jose</contact_name> that <message>I’m running late for our meeting</message>	[{"slot_name":"message_type","slot_value":"email","meta_data":{"CanonicalEntity":"email"}}]		1
28	0		user	Send email to Beryl that I’m running late for our meeting	EMAIL	send_email	Send <message_type>email</message_type> to <contact_name>Beryl</contact_name> that <message>I’m running late for our meeting</message>	[{"slot_name":"message_type","slot_value":"email","meta_data":{"CanonicalEntity":"email"}}]		1
29	0		user	Send email to Craig that I’m running late for our meeting	EMAIL	send_email	Send <message_type>email</message_type> to <contact_name>Craig</contact_name> that <message>I’m running late for our meeting</message>	[{"slot_name":"message_type","slot_value":"email","meta_data":{"CanonicalEntity":"email"}}]		1
30	0		user	Send email to Andrew that I’m running late for our meeting	EMAIL	send_email	Send <message_type>email</message_type> to <contact_name>Andrew</contact_name> that <message>I’m running late for our meeting</message>	[{"slot_name":"message_type","slot_value":"email","meta_data":{"CanonicalEntity":"email"}}]		1
31	0		user	Send email to Nitin that I’m running late for our meeting	EMAIL	send_email	Send <message_type>email</message_type> to <contact_name>Nitin</contact_name> that <message>I’m running late for our meeting</message>	[{"slot_name":"message_type","slot_value":"email","meta_data":{"CanonicalEntity":"email"}}]		1
32	0		user	Send email to Satya that I’m running late for our meeting	EMAIL	send_email	Send <message_type>email</message_type> to <contact_name>Satya</contact_name> that <message>I’m running late for our meeting</message>	[{"slot_name":"message_type","slot_value":"email","meta_data":{"CanonicalEntity":"email"}}]		1
33	0		user	Send email to Rajesh that I’m running late for our meeting	EMAIL	send_email	Send <message_type>email</message_type> to <contact_name>Rajesh</contact_name> that <message>I’m running late for our meeting</message>	[{"slot_name":"message_type","slot_value":"email","meta_data":{"CanonicalEntity":"email"}}]		1
34	0		user	Send an email to Allison that I’m running late	EMAIL	send_email	Send an <message_type>email</message_type> to <contact_name>Allison</contact_name> that <message>I’m running late</message>	[{"slot_name":"message_type","slot_value":"email","meta_data":{"CanonicalEntity":"email"}}]		1
35	0		user	Send an email to Chad that I’m running late	EMAIL	send_email	Send an <message_type>email</message_type> to <contact_name>Chad</contact_name> that <message>I’m running late</message>	[{"slot_name":"message_type","slot_value":"email","meta_data":{"CanonicalEntity":"email"}}]		1
36	0		user	Send an email to Ashok that I’m running late	EMAIL	send_email	Send an <message_type>email</message_type> to <contact_name>Ashok</contact_name> that <message>I’m running late</message>	[{"slot_name":"message_type","slot_value":"email","meta_data":{"CanonicalEntity":"email"}}]		1
37	0		user	Send an email to Perry that I’m running late	EMAIL	send_email	Send an <message_type>email</message_type> to <contact_name>Perry</contact_name> that <message>I’m running late</message>	[{"slot_name":"message_type","slot_value":"email","meta_data":{"CanonicalEntity":"email"}}]		1
38	0		user	Send an email to Jose that I’m running late	EMAIL	send_email	Send an <message_type>email</message_type> to <contact_name>Jose</contact_name> that <message>I’m running late</message>	[{"slot_name":"message_type","slot_value":"email","meta_data":{"CanonicalEntity":"email"}}]		1
39	0		user	Send an email to Beryl that I’m running late	EMAIL	send_email	Send an <message_type>email</message_type> to <contact_name>Beryl</contact_name> that <message>I’m running late</message>	[{"slot_name":"message_type","slot_value":"email","meta_data":{"CanonicalEntity":"email"}}]		1
40	0		user	Send an email to Craig that I’m running late	EMAIL	send_email	Send an <message_type>email</message_type> to <contact_name>Craig</contact_name> that <message>I’m running late</message>	[{"slot_name":"message_type","slot_value":"email","meta_data":{"CanonicalEntity":"email"}}]		1
41	0		user	Send an email to Andrew that I’m running late	EMAIL	send_email	Send an <message_type>email</message_type> to <contact_name>Andrew</contact_name> that <message>I’m running late</message>	[{"slot_name":"message_type","slot_value":"email","meta_data":{"CanonicalEntity":"email"}}]		1
42	0		user	Send an email to Nitin that I’m running late	EMAIL	send_email	Send an <message_type>email</message_type> to <contact_name>Nitin</contact_name> that <message>I’m running late</message>	[{"slot_name":"message_type","slot_value":"email","meta_data":{"CanonicalEntity":"email"}}]		1
43	0		user	Send an email to Satya that I’m running late	EMAIL	send_email	Send an <message_type>email</message_type> to <contact_name>Satya</contact_name> that <message>I’m running late</message>	[{"slot_name":"message_type","slot_value":"email","meta_data":{"CanonicalEntity":"email"}}]		1
44	0		user	Send an email to Rajesh that I’m running late	EMAIL	send_email	Send an <message_type>email</message_type> to <contact_name>Rajesh</contact_name> that <message>I’m running late</message>	[{"slot_name":"message_type","slot_value":"email","meta_data":{"CanonicalEntity":"email"}}]		1
45	0		user	Send an email to Allison that I’m running late for our meeting	EMAIL	send_email	Send an <message_type>email</message_type> to <contact_name>Allison</contact_name> that <message>I’m running late for our meeting</message>	[{"slot_name":"message_type","slot_value":"email","meta_data":{"CanonicalEntity":"email"}}]		1
46	0		user	Send an email to Chad that I’m running late for our meeting	EMAIL	send_email	Send an <message_type>email</message_type> to <contact_name>Chad</contact_name> that <message>I’m running late for our meeting</message>	[{"slot_name":"message_type","slot_value":"email","meta_data":{"CanonicalEntity":"email"}}]		1
47	0		user	Send an email to Ashok that I’m running late for our meeting	EMAIL	send_email	Send an <message_type>email</message_type> to <contact_name>Ashok</contact_name> that <message>I’m running late for our meeting</message>	[{"slot_name":"message_type","slot_value":"email","meta_data":{"CanonicalEntity":"email"}}]		1
48	0		user	Send an email to Perry that I’m running late for our meeting	EMAIL	send_email	Send an <message_type>email</message_type> to <contact_name>Perry</contact_name> that <message>I’m running late for our meeting</message>	[{"slot_name":"message_type","slot_value":"email","meta_data":{"CanonicalEntity":"email"}}]		1
49	0		user	Send an email to Jose that I’m running late for our meeting	EMAIL	send_email	Send an <message_type>email</message_type> to <contact_name>Jose</contact_name> that <message>I’m running late for our meeting</message>	[{"slot_name":"message_type","slot_value":"email","meta_data":{"CanonicalEntity":"email"}}]		1
50	0		user	Send an email to Beryl that I’m running late for our meeting	EMAIL	send_email	Send an <message_type>email</message_type> to <contact_name>Beryl</contact_name> that <message>I’m running late for our meeting</message>	[{"slot_name":"message_type","slot_value":"email","meta_data":{"CanonicalEntity":"email"}}]		1
51	0		user	Send an email to Craig that I’m running late for our meeting	EMAIL	send_email	Send an <message_type>email</message_type> to <contact_name>Craig</contact_name> that <message>I’m running late for our meeting</message>	[{"slot_name":"message_type","slot_value":"email","meta_data":{"CanonicalEntity":"email"}}]		1
52	0		user	Send an email to Andrew that I’m running late for our meeting	EMAIL	send_email	Send an <message_type>email</message_type> to <contact_name>Andrew</contact_name> that <message>I’m running late for our meeting</message>	[{"slot_name":"message_type","slot_value":"email","meta_data":{"CanonicalEntity":"email"}}]		1
53	0		user	Send an email to Nitin that I’m running late for our meeting	EMAIL	send_email	Send an <message_type>email</message_type> to <contact_name>Nitin</contact_name> that <message>I’m running late for our meeting</message>	[{"slot_name":"message_type","slot_value":"email","meta_data":{"CanonicalEntity":"email"}}]		1
54	0		user	Send an email to Satya that I’m running late for our meeting	EMAIL	send_email	Send an <message_type>email</message_type> to <contact_name>Satya</contact_name> that <message>I’m running late for our meeting</message>	[{"slot_name":"message_type","slot_value":"email","meta_data":{"CanonicalEntity":"email"}}]		1
55	0		user	Send an email to Rajesh that I’m running late for our meeting	EMAIL	send_email	Send an <message_type>email</message_type> to <contact_name>Rajesh</contact_name> that <message>I’m running late for our meeting</message>	[{"slot_name":"message_type","slot_value":"email","meta_data":{"CanonicalEntity":"email"}}]		1
56	0		user	Send a note to Allison I’m running late	EMAIL	send_email	Send a <message_type>note</message_type> to <contact_name>Allison</contact_name> <message>I’m running late</message>	[]		1
57	0		user	Send a note to Chad I’m running late	EMAIL	send_email	Send a <message_type>note</message_type> to <contact_name>Chad</contact_name> <message>I’m running late</message>	[]		1
58	0		user	Send a note to Ashok I’m running late	EMAIL	send_email	Send a <message_type>note</message_type> to <contact_name>Ashok</contact_name> <message>I’m running late</message>	[]		1
59	0		user	Send a note to Perry I’m running late	EMAIL	send_email	Send a <message_type>note</message_type> to <contact_name>Perry</contact_name> <message>I’m running late</message>	[]		1
60	0		user	Send a note to Jose I’m running late	EMAIL	send_email	Send a <message_type>note</message_type> to <contact_name>Jose</contact_name> <message>I’m running late</message>	[]		1
61	0		user	Send a note to Beryl I’m running late	EMAIL	send_email	Send a <message_type>note</message_type> to <contact_name>Beryl</contact_name> <message>I’m running late</message>	[]		1
62	0		user	Send a note to Craig I’m running late	EMAIL	send_email	Send a <message_type>note</message_type> to <contact_name>Craig</contact_name> <message>I’m running late</message>	[]		1
63	0		user	Send a note to Andrew I’m running late	EMAIL	send_email	Send a <message_type>note</message_type> to <contact_name>Andrew</contact_name> <message>I’m running late</message>	[]		1
64	0		user	Send a note to Nitin I’m running late	EMAIL	send_email	Send a <message_type>note</message_type> to <contact_name>Nitin</contact_name> <message>I’m running late</message>	[]		1
65	0		user	Send a note to Satya I’m running late	EMAIL	send_email	Send a <message_type>note</message_type> to <contact_name>Satya</contact_name> <message>I’m running late</message>	[]		1
66	0		user	Send a note to Rajesh I’m running late	EMAIL	send_email	Send a <message_type>note</message_type> to <contact_name>Rajesh</contact_name> <message>I’m running late</message>	[]		1
67	0		user	Send a note to Allison I’m running late for our meeting	EMAIL	send_email	Send a <message_type>note</message_type> to <contact_name>Allison</contact_name> <message>I’m running late for our meeting</message>	[]		1
68	0		user	Send a note to Chad I’m running late for our meeting	EMAIL	send_email	Send a <message_type>note</message_type> to <contact_name>Chad</contact_name> <message>I’m running late for our meeting</message>	[]		1
69	0		user	Send a note to Ashok I’m running late for our meeting	EMAIL	send_email	Send a <message_type>note</message_type> to <contact_name>Ashok</contact_name> <message>I’m running late for our meeting</message>	[]		1
70	0		user	Send a note to Perry I’m running late for our meeting	EMAIL	send_email	Send a <message_type>note</message_type> to <contact_name>Perry</contact_name> <message>I’m running late for our meeting</message>	[]		1
71	0		user	Send a note to Jose I’m running late for our meeting	EMAIL	send_email	Send a <message_type>note</message_type> to <contact_name>Jose</contact_name> <message>I’m running late for our meeting</message>	[]		1
72	0		user	Send a note to Beryl I’m running late for our meeting	EMAIL	send_email	Send a <message_type>note</message_type> to <contact_name>Beryl</contact_name> <message>I’m running late for our meeting</message>	[]		1
73	0		user	Send a note to Craig I’m running late for our meeting	EMAIL	send_email	Send a <message_type>note</message_type> to <contact_name>Craig</contact_name> <message>I’m running late for our meeting</message>	[]		1
74	0		user	Send a note to Andrew I’m running late for our meeting	EMAIL	send_email	Send a <message_type>note</message_type> to <contact_name>Andrew</contact_name> <message>I’m running late for our meeting</message>	[]		1
75	0		user	Send a note to Nitin I’m running late for our meeting	EMAIL	send_email	Send a <message_type>note</message_type> to <contact_name>Nitin</contact_name> <message>I’m running late for our meeting</message>	[]		1
76	0		user	Send a note to Satya I’m running late for our meeting	EMAIL	send_email	Send a <message_type>note</message_type> to <contact_name>Satya</contact_name> <message>I’m running late for our meeting</message>	[]		1
77	0		user	Send a note to Rajesh I’m running late for our meeting	EMAIL	send_email	Send a <message_type>note</message_type> to <contact_name>Rajesh</contact_name> <message>I’m running late for our meeting</message>	[]		1
78	0		user	Mail Allison I’m running late	EMAIL	send_email	Mail <contact_name>Allison</contact_name> <message>I’m running late</message>	[]		1
79	0		user	Mail Chad I’m running late	EMAIL	send_email	Mail <contact_name>Chad</contact_name> <message>I’m running late</message>	[]		1
80	0		user	Mail Ashok I’m running late	EMAIL	send_email	Mail <contact_name>Ashok</contact_name> <message>I’m running late</message>	[]		1
81	0		user	Mail Perry I’m running late	EMAIL	send_email	Mail <contact_name>Perry</contact_name> <message>I’m running late</message>	[]		1
82	0		user	Mail Jose I’m running late	EMAIL	send_email	Mail <contact_name>Jose</contact_name> <message>I’m running late</message>	[]		1
83	0		user	Mail Beryl I’m running late	EMAIL	send_email	Mail <contact_name>Beryl</contact_name> <message>I’m running late</message>	[]		1
84	0		user	Mail Craig I’m running late	EMAIL	send_email	Mail <contact_name>Craig</contact_name> <message>I’m running late</message>	[]		1
85	0		user	Mail Andrew I’m running late	EMAIL	send_email	Mail <contact_name>Andrew</contact_name> <message>I’m running late</message>	[]		1
86	0		user	Mail Nitin I’m running late	EMAIL	send_email	Mail <contact_name>Nitin</contact_name> <message>I’m running late</message>	[]		1
87	0		user	Mail Satya I’m running late	EMAIL	send_email	Mail <contact_name>Satya</contact_name> <message>I’m running late</message>	[]		1
88	0		user	Mail Rajesh I’m running late	EMAIL	send_email	Mail <contact_name>Rajesh</contact_name> <message>I’m running late</message>	[]		1
89	0		user	Mail Allison I’m running late for our meeting	EMAIL	send_email	Mail <contact_name>Allison</contact_name> <message>I’m running late for our meeting</message>	[]		1
90	0		user	Mail Chad I’m running late for our meeting	EMAIL	send_email	Mail <contact_name>Chad</contact_name> <message>I’m running late for our meeting</message>	[]		1
91	0		user	Mail Ashok I’m running late for our meeting	EMAIL	send_email	Mail <contact_name>Ashok</contact_name> <message>I’m running late for our meeting</message>	[]		1
92	0		user	Mail Perry I’m running late for our meeting	EMAIL	send_email	Mail <contact_name>Perry</contact_name> <message>I’m running late for our meeting</message>	[]		1
93	0		user	Mail Jose I’m running late for our meeting	EMAIL	send_email	Mail <contact_name>Jose</contact_name> <message>I’m running late for our meeting</message>	[]		1
94	0		user	Mail Beryl I’m running late for our meeting	EMAIL	send_email	Mail <contact_name>Beryl</contact_name> <message>I’m running late for our meeting</message>	[]		1
95	0		user	Mail Craig I’m running late for our meeting	EMAIL	send_email	Mail <contact_name>Craig</contact_name> <message>I’m running late for our meeting</message>	[]		1
96	0		user	Mail Andrew I’m running late for our meeting	EMAIL	send_email	Mail <contact_name>Andrew</contact_name> <message>I’m running late for our meeting</message>	[]		1
97	0		user	Mail Nitin I’m running late for our meeting	EMAIL	send_email	Mail <contact_name>Nitin</contact_name> <message>I’m running late for our meeting</message>	[]		1
98	0		user	Mail Satya I’m running late for our meeting	EMAIL	send_email	Mail <contact_name>Satya</contact_name> <message>I’m running late for our meeting</message>	[]		1
99	0		user	Mail Rajesh I’m running late for our meeting	EMAIL	send_email	Mail <contact_name>Rajesh</contact_name> <message>I’m running late for our meeting</message>	[]		1
100	0		user	Send mail to Allison that I’m running late	EMAIL	send_email	Send <message_type>mail</message_type> to <contact_name>Allison</contact_name> that <message>I’m running late</message>	[{"slot_name":"message_type","slot_value":"mail","meta_data":{"CanonicalEntity":"email"}}]		1
101	0		user	Send mail to Chad that I’m running late	EMAIL	send_email	Send <message_type>mail</message_type> to <contact_name>Chad</contact_name> that <message>I’m running late</message>	[{"slot_name":"message_type","slot_value":"mail","meta_data":{"CanonicalEntity":"email"}}]		1
102	0		user	Send mail to Ashok that I’m running late	EMAIL	send_email	Send <message_type>mail</message_type> to <contact_name>Ashok</contact_name> that <message>I’m running late</message>	[{"slot_name":"message_type","slot_value":"mail","meta_data":{"CanonicalEntity":"email"}}]		1
103	0		user	Send mail to Perry that I’m running late	EMAIL	send_email	Send <message_type>mail</message_type> to <contact_name>Perry</contact_name> that <message>I’m running late</message>	[{"slot_name":"message_type","slot_value":"mail","meta_data":{"CanonicalEntity":"email"}}]		1
104	0		user	Send mail to Jose that I’m running late	EMAIL	send_email	Send <message_type>mail</message_type> to <contact_name>Jose</contact_name> that <message>I’m running late</message>	[{"slot_name":"message_type","slot_value":"mail","meta_data":{"CanonicalEntity":"email"}}]		1
105	0		user	Send mail to Beryl that I’m running late	EMAIL	send_email	Send <message_type>mail</message_type> to <contact_name>Beryl</contact_name> that <message>I’m running late</message>	[{"slot_name":"message_type","slot_value":"mail","meta_data":{"CanonicalEntity":"email"}}]		1
106	0		user	Send mail to Craig that I’m running late	EMAIL	send_email	Send <message_type>mail</message_type> to <contact_name>Craig</contact_name> that <message>I’m running late</message>	[{"slot_name":"message_type","slot_value":"mail","meta_data":{"CanonicalEntity":"email"}}]		1
107	0		user	Send mail to Andrew that I’m running late	EMAIL	send_email	Send <message_type>mail</message_type> to <contact_name>Andrew</contact_name> that <message>I’m running late</message>	[{"slot_name":"message_type","slot_value":"mail","meta_data":{"CanonicalEntity":"email"}}]		1
108	0		user	Send mail to Nitin that I’m running late	EMAIL	send_email	Send <message_type>mail</message_type> to <contact_name>Nitin</contact_name> that <message>I’m running late</message>	[{"slot_name":"message_type","slot_value":"mail","meta_data":{"CanonicalEntity":"email"}}]		1
109	0		user	Send mail to Satya that I’m running late	EMAIL	send_email	Send <message_type>mail</message_type> to <contact_name>Satya</contact_name> that <message>I’m running late</message>	[{"slot_name":"message_type","slot_value":"mail","meta_data":{"CanonicalEntity":"email"}}]		1
110	0		user	Send mail to Rajesh that I’m running late	EMAIL	send_email	Send <message_type>mail</message_type> to <contact_name>Rajesh</contact_name> that <message>I’m running late</message>	[{"slot_name":"message_type","slot_value":"mail","meta_data":{"CanonicalEntity":"email"}}]		1
111	0		user	Send mail to Allison that I’m running late for our meeting	EMAIL	send_email	Send <message_type>mail</message_type> to <contact_name>Allison</contact_name> that <message>I’m running late for our meeting</message>	[{"slot_name":"message_type","slot_value":"mail","meta_data":{"CanonicalEntity":"email"}}]		1
112	0		user	Send mail to Chad that I’m running late for our meeting	EMAIL	send_email	Send <message_type>mail</message_type> to <contact_name>Chad</contact_name> that <message>I’m running late for our meeting</message>	[{"slot_name":"message_type","slot_value":"mail","meta_data":{"CanonicalEntity":"email"}}]		1
113	0		user	Send mail to Ashok that I’m running late for our meeting	EMAIL	send_email	Send <message_type>mail</message_type> to <contact_name>Ashok</contact_name> that <message>I’m running late for our meeting</message>	[{"slot_name":"message_type","slot_value":"mail","meta_data":{"CanonicalEntity":"email"}}]		1
114	0		user	Send mail to Perry that I’m running late for our meeting	EMAIL	send_email	Send <message_type>mail</message_type> to <contact_name>Perry</contact_name> that <message>I’m running late for our meeting</message>	[{"slot_name":"message_type","slot_value":"mail","meta_data":{"CanonicalEntity":"email"}}]		1
115	0		user	Send mail to Jose that I’m running late for our meeting	EMAIL	send_email	Send <message_type>mail</message_type> to <contact_name>Jose</contact_name> that <message>I’m running late for our meeting</message>	[{"slot_name":"message_type","slot_value":"mail","meta_data":{"CanonicalEntity":"email"}}]		1
116	0		user	Send mail to Beryl that I’m running late for our meeting	EMAIL	send_email	Send <message_type>mail</message_type> to <contact_name>Beryl</contact_name> that <message>I’m running late for our meeting</message>	[{"slot_name":"message_type","slot_value":"mail","meta_data":{"CanonicalEntity":"email"}}]		1
117	0		user	Send mail to Craig that I’m running late for our meeting	EMAIL	send_email	Send <message_type>mail</message_type> to <contact_name>Craig</contact_name> that <message>I’m running late for our meeting</message>	[{"slot_name":"message_type","slot_value":"mail","meta_data":{"CanonicalEntity":"email"}}]		1
118	0		user	Send mail to Andrew that I’m running late for our meeting	EMAIL	send_email	Send <message_type>mail</message_type> to <contact_name>Andrew</contact_name> that <message>I’m running late for our meeting</message>	[{"slot_name":"message_type","slot_value":"mail","meta_data":{"CanonicalEntity":"email"}}]		1
119	0		user	Send mail to Nitin that I’m running late for our meeting	EMAIL	send_email	Send <message_type>mail</message_type> to <contact_name>Nitin</contact_name> that <message>I’m running late for our meeting</message>	[{"slot_name":"message_type","slot_value":"mail","meta_data":{"CanonicalEntity":"email"}}]		1
120	0		user	Send mail to Satya that I’m running late for our meeting	EMAIL	send_email	Send <message_type>mail</message_type> to <contact_name>Satya</contact_name> that <message>I’m running late for our meeting</message>	[{"slot_name":"message_type","slot_value":"mail","meta_data":{"CanonicalEntity":"email"}}]		1
121	0		user	Send mail to Rajesh that I’m running late for our meeting	EMAIL	send_email	Send <message_type>mail</message_type> to <contact_name>Rajesh</contact_name> that <message>I’m running late for our meeting</message>	[{"slot_name":"message_type","slot_value":"mail","meta_data":{"CanonicalEntity":"email"}}]		1
122	0		user	Send a mail to Allison that I’m running late	EMAIL	send_email	Send a <message_type>mail</message_type> to <contact_name>Allison</contact_name> that <message>I’m running late</message>	[{"slot_name":"message_type","slot_value":"mail","meta_data":{"CanonicalEntity":"email"}}]		1
123	0		user	Send a mail to Chad that I’m running late	EMAIL	send_email	Send a <message_type>mail</message_type> to <contact_name>Chad</contact_name> that <message>I’m running late</message>	[{"slot_name":"message_type","slot_value":"mail","meta_data":{"CanonicalEntity":"email"}}]		1
124	0		user	Send a mail to Ashok that I’m running late	EMAIL	send_email	Send a <message_type>mail</message_type> to <contact_name>Ashok</contact_name> that <message>I’m running late</message>	[{"slot_name":"message_type","slot_value":"mail","meta_data":{"CanonicalEntity":"email"}}]		1
125	0		user	Send a mail to Perry that I’m running late	EMAIL	send_email	Send a <message_type>mail</message_type> to <contact_name>Perry</contact_name> that <message>I’m running late</message>	[{"slot_name":"message_type","slot_value":"mail","meta_data":{"CanonicalEntity":"email"}}]		1
126	0		user	Send a mail to Jose that I’m running late	EMAIL	send_email	Send a <message_type>mail</message_type> to <contact_name>Jose</contact_name> that <message>I’m running late</message>	[{"slot_name":"message_type","slot_value":"mail","meta_data":{"CanonicalEntity":"email"}}]		1
127	0		user	Send a mail to Beryl that I’m running late	EMAIL	send_email	Send a <message_type>mail</message_type> to <contact_name>Beryl</contact_name> that <message>I’m running late</message>	[{"slot_name":"message_type","slot_value":"mail","meta_data":{"CanonicalEntity":"email"}}]		1
128	0		user	Send a mail to Craig that I’m running late	EMAIL	send_email	Send a <message_type>mail</message_type> to <contact_name>Craig</contact_name> that <message>I’m running late</message>	[{"slot_name":"message_type","slot_value":"mail","meta_data":{"CanonicalEntity":"email"}}]		1
129	0		user	Send a mail to Andrew that I’m running late	EMAIL	send_email	Send a <message_type>mail</message_type> to <contact_name>Andrew</contact_name> that <message>I’m running late</message>	[{"slot_name":"message_type","slot_value":"mail","meta_data":{"CanonicalEntity":"email"}}]		1
130	0		user	Send a mail to Nitin that I’m running late	EMAIL	send_email	Send a <message_type>mail</message_type> to <contact_name>Nitin</contact_name> that <message>I’m running late</message>	[{"slot_name":"message_type","slot_value":"mail","meta_data":{"CanonicalEntity":"email"}}]		1
131	0		user	Send a mail to Satya that I’m running late	EMAIL	send_email	Send a <message_type>mail</message_type> to <contact_name>Satya</contact_name> that <message>I’m running late</message>	[{"slot_name":"message_type","slot_value":"mail","meta_data":{"CanonicalEntity":"email"}}]		1
132	0		user	Send a mail to Rajesh that I’m running late	EMAIL	send_email	Send a <message_type>mail</message_type> to <contact_name>Rajesh</contact_name> that <message>I’m running late</message>	[{"slot_name":"message_type","slot_value":"mail","meta_data":{"CanonicalEntity":"email"}}]		1
