id	query	intent	domain	QueryXml
0	running late. so we findings attachment to ketaki kulkarni	file_search	files	<file_keyword> running late. so we findings </file_keyword> <attachment> attachment </attachment> to <to_contact_name> ketaki kulkarni </to_contact_name>
0	abcdefg messages containing attachments from november 15th	file_search	files	<file_keyword> abcdefg </file_keyword> messages containing <attachment> attachments </attachment> from <start_date> november 15th </start_date>
0	i want to see jarrod dockendorf attachments with vss	file_search	files	i want to see <contact_name> jarrod dockendorf </contact_name> <attachment> attachments </attachment> with <file_type> vss </file_type>
0	decorousness attachment from august 2017	file_search	files	<file_keyword> decorousness </file_keyword> <attachment> attachment </attachment> from <start_date> august 2017 </start_date>
0	from shane solomon with attachment about Turkology dentiroster evangelium paregoric	file_search	files	from <contact_name> shane solomon </contact_name> with <attachment> attachment </attachment> about <file_keyword> Turkology dentiroster evangelium paregoric </file_keyword>
0	daniel hunegnaw with attachments	file_search	files	<contact_name> daniel hunegnaw </contact_name> with <attachment> attachments </attachment>
0	from szlivka with attachment about halling excitomuscular	file_search	files	from <contact_name> szlivka </contact_name> with <attachment> attachment </attachment> about <file_keyword> halling excitomuscular </file_keyword>
0	week48 with attachments sent from may to june	file_search	files	<file_keyword> week48 </file_keyword> with <attachment> attachments </attachment> sent from <start_date> may </start_date> to <end_date> june </end_date>
0	messages from grooms last week with attachments	file_search	files	messages from <contact_name> grooms </contact_name> <start_date> last week </start_date> with <attachment> attachments </attachment>
0	OneNote attachment from january	file_search	files	<file_type> OneNote </file_type> <attachment> attachment </attachment> from <start_date> january </start_date>
0	fei gao s messages from last week with attachment	file_search	files	<contact_name> fei gao </contact_name> s messages from <start_date> last week </start_date> with <attachment> attachment </attachment>
0	montalbano sent me some attachment	file_search	files	<contact_name> montalbano </contact_name> sent me some <attachment> attachment </attachment>
0	small attachments	file_search	files	small <attachment> attachments </attachment>
0	to yousefi with attachment speech shiproom	file_search	files	to <to_contact_name> yousefi </to_contact_name> with <attachment> attachment </attachment> <file_keyword> speech shiproom </file_keyword>
0	notes attachment contoso review	file_search	files	<file_type> notes </file_type> <attachment> attachment </attachment> <file_keyword> contoso review </file_keyword>
0	to basil kandah with attachment ai investments	file_search	files	to <to_contact_name> basil kandah </to_contact_name> with <attachment> attachment </attachment> <file_keyword> ai investments </file_keyword>
0	from ely with attachment to nazario	file_search	files	from <contact_name> ely </contact_name> with <attachment> attachment </attachment> to <to_contact_name> nazario </to_contact_name>
0	attachments i sent to danciu	file_search	files	<attachment> attachments </attachment> i sent to <to_contact_name> danciu </to_contact_name>
0	spool eng attachment sent from endo	file_search	files	<file_keyword> spool eng </file_keyword> <attachment> attachment </attachment> sent from <contact_name> endo </contact_name>
0	find vst service customers attachment sent to kaike	file_search	files	find <file_type> vst </file_type> <file_keyword> service customers </file_keyword> <attachment> attachment </attachment> sent to <to_contact_name> kaike </to_contact_name>
0	attachment top fy20q2 okrs22124	file_search	files	<attachment> attachment </attachment> <file_keyword> top fy20q2 okrs22124 </file_keyword>
0	unfaulty rededicate attachment sent from damilola bello	file_search	files	<file_keyword> unfaulty rededicate </file_keyword> <attachment> attachment </attachment> sent from <contact_name> damilola bello </contact_name>
0	from peri with unavoided doubtingness attachments	file_search	files	from <contact_name> peri </contact_name> with <file_keyword> unavoided doubtingness </file_keyword> <attachment> attachments </attachment>
0	karzel attachments from forcipressure contributiveness Coriariaceae	file_search	files	<contact_name> karzel </contact_name> <attachment> attachments </attachment> from <file_keyword> forcipressure contributiveness Coriariaceae </file_keyword>
0	attachments from boss mahadevan srinivasan	file_search	files	<attachment> attachments </attachment> from <relationship_name_from> boss </relationship_name_from> <contact_name> mahadevan srinivasan </contact_name>
0	arshdeep singh s attachments	file_search	files	<contact_name> arshdeep singh </contact_name> s <attachment> attachments </attachment>
0	matt king attachments butyne	file_search	files	<contact_name> matt king </contact_name> <attachment> attachments </attachment> <file_keyword> butyne </file_keyword>
0	attachments from july 2019	file_search	files	<attachment> attachments </attachment> from <start_date> july 2019 </start_date>
0	attachments from september	file_search	files	<attachment> attachments </attachment> from <start_date> september </start_date>
0	todd arbuckle with attachment power point	file_search	files	<contact_name> todd arbuckle </contact_name> with <attachment> attachment </attachment> <file_type> power point </file_type>
0	find cortana for outlook pdf attachments from candy wilson	file_search	files	find <file_keyword> cortana for outlook </file_keyword> <file_type> pdf </file_type> <attachment> attachments </attachment> from <contact_name> candy wilson </contact_name>
0	haijun azurearmmanagementports51113dff b08e attachment	file_search	files	<contact_name> haijun </contact_name> <file_keyword> azurearmmanagementports51113dff b08e </file_keyword> <attachment> attachment </attachment>
0	find Docs attachment	file_search	files	find <file_type> Docs </file_type> <attachment> attachment </attachment>
0	what is last attachment that ho ting ma sent rudge	file_search	files	what is <order_ref> last </order_ref> <attachment> attachment </attachment> that <contact_name> ho ting ma </contact_name> sent <to_contact_name> rudge </to_contact_name>
0	attachment irrespective from esad	file_search	files	<attachment> attachment </attachment> <file_keyword> irrespective </file_keyword> from <contact_name> esad </contact_name>
0	from dave tupling excel attachment	file_search	files	from <contact_name> dave tupling </contact_name> <file_type> excel </file_type> <attachment> attachment </attachment>
0	message from jan somr about compliance tracking with attachment	file_search	files	message from <contact_name> jan somr </contact_name> about <file_keyword> compliance tracking </file_keyword> with <attachment> attachment </attachment>
0	may assistant runtime okr78080 from rajni mallapureddi with attachment	file_search	files	<start_date> may </start_date> <file_keyword> assistant runtime okr78080 </file_keyword> from <contact_name> rajni mallapureddi </contact_name> with <attachment> attachment </attachment>
0	naim tea flavors onenote attachment	file_search	files	<contact_name> naim </contact_name> <file_keyword> tea flavors </file_keyword> <file_type> onenote </file_type> <attachment> attachment </attachment>
0	sent to mudit varma with pdfs attachments	file_search	files	sent to <to_contact_name> mudit varma </to_contact_name> with <file_type> pdfs </file_type> <attachment> attachments </attachment>
0	from darshi attachment mpp	file_search	files	from <contact_name> darshi </contact_name> <attachment> attachment </attachment> <file_type> mpp </file_type>
0	onenote attachments from taro kebi	file_search	files	<file_type> onenote </file_type> <attachment> attachments </attachment> from <contact_name> taro kebi </contact_name>
0	flow fallback contact attachment receipt	file_search	files	<file_keyword> flow fallback contact </file_keyword> <attachment> attachment </attachment> receipt
0	with attachment from daniel bai	file_search	files	with <attachment> attachment </attachment> from <contact_name> daniel bai </contact_name>
0	attachment pme data	file_search	files	<attachment> attachment </attachment> <file_keyword> pme data </file_keyword>
0	report 48 attachment shared by kazuki sasaki	file_search	files	<file_keyword> report 48 </file_keyword> <attachment> attachment </attachment> shared by <contact_name> kazuki sasaki </contact_name>
0	show me tamein attachments with onenotes	file_search	files	show me <file_keyword> tamein </file_keyword> <attachment> attachments </attachment> with <file_type> onenotes </file_type>
0	klaudia karwowska s attachments	file_search	files	<contact_name> klaudia karwowska </contact_name> s <attachment> attachments </attachment>
0	whats recently attachment that tar sent maria deng	file_search	files	whats <file_recency> recently </file_recency> <attachment> attachment </attachment> that <contact_name> tar </contact_name> sent <to_contact_name> maria deng </to_contact_name>
0	cristin attachments from ovoelliptic	file_search	files	<contact_name> cristin </contact_name> <attachment> attachments </attachment> from <file_keyword> ovoelliptic </file_keyword>
0	attachments from last tuesday	file_search	files	<attachment> attachments </attachment> from <start_date> last tuesday </start_date>
0	vst attachments from last week	file_search	files	<file_type> vst </file_type> <attachment> attachments </attachment> from <start_date> last week </start_date>
0	attachment from antrican unconsumed	file_search	files	<attachment> attachment </attachment> from <contact_name> antrican </contact_name> <file_keyword> unconsumed </file_keyword>
0	attachment from pascal deruyver last week factrix Neopieris Megapterinae	file_search	files	<attachment> attachment </attachment> from <contact_name> pascal deruyver </contact_name> <start_date> last week </start_date> <file_keyword> factrix Neopieris Megapterinae </file_keyword>
0	search for message from prince gupta to anirudh pasupuleti with dove attachment	file_search	files	search for message from <contact_name> prince gupta </contact_name> to <to_contact_name> anirudh pasupuleti </to_contact_name> with <file_keyword> dove </file_keyword> <attachment> attachment </attachment>
0	find vst attachment	file_search	files	find <file_type> vst </file_type> <attachment> attachment </attachment>
0	what is latest attachment will maynes sent me	file_search	files	what is <order_ref> latest </order_ref> <attachment> attachment </attachment> <contact_name> will maynes </contact_name> sent <relationship_name_to> me </relationship_name_to>
0	attachment from jordan knight last week deprecation plan cortana	file_search	files	<attachment> attachment </attachment> from <contact_name> jordan knight </contact_name> <start_date> last week </start_date> <file_keyword> deprecation plan cortana </file_keyword>
0	attachment from ruoxi vsdm	file_search	files	<attachment> attachment </attachment> from <contact_name> ruoxi </contact_name> <file_type> vsdm </file_type>
0	attachment from craig alvord last week parapathy	file_search	files	<attachment> attachment </attachment> from <contact_name> craig alvord </contact_name> <start_date> last week </start_date> <file_keyword> parapathy </file_keyword>
0	from paskvan with attachment to nagina bhandary	file_search	files	from <contact_name> paskvan </contact_name> with <attachment> attachment </attachment> to <to_contact_name> nagina bhandary </to_contact_name>
0	dan rawson with attachment deck	file_search	files	<contact_name> dan rawson </contact_name> with <attachment> attachment </attachment> <file_type> deck </file_type>
0	thomas koshy with attachment Docx	file_search	files	<contact_name> thomas koshy </contact_name> with <attachment> attachment </attachment> <file_type> Docx </file_type>
0	look for attachments in unphased fassalite southland mullite topic	file_search	files	look for <attachment> attachments </attachment> in <file_keyword> unphased fassalite southland mullite </file_keyword> topic
0	manoj ghildiyal with attachments	file_search	files	<contact_name> manoj ghildiyal </contact_name> with <attachment> attachments </attachment>
0	timeframes ics attachment	file_search	files	<file_keyword> timeframes </file_keyword> <file_type> ics </file_type> <attachment> attachment </attachment>
0	86 77cb attachment to maria enriquez gabuardi	file_search	files	<file_keyword> 86 77cb </file_keyword> <attachment> attachment </attachment> to <to_contact_name> maria enriquez gabuardi </to_contact_name>
0	show me inerrantly attachments with vstm	file_search	files	show me <file_keyword> inerrantly </file_keyword> <attachment> attachments </attachment> with <file_type> vstm </file_type>
0	nandini pratap with Doc attachments	file_search	files	<contact_name> nandini pratap </contact_name> with <file_type> Doc </file_type> <attachment> attachments </attachment>
0	with attachment from cribben	file_search	files	with <attachment> attachment </attachment> from <contact_name> cribben </contact_name>
0	find powerpoints accessibility office attachment sent to garson	file_search	files	find <file_type> powerpoints </file_type> <file_keyword> accessibility office </file_keyword> <attachment> attachment </attachment> sent to <to_contact_name> garson </to_contact_name>
0	from ashfaq ahmed to bodner with attachment	file_search	files	from <contact_name> ashfaq ahmed </contact_name> to <to_contact_name> bodner </to_contact_name> with <attachment> attachment </attachment>
0	show attachments to youyou han	file_search	files	show <attachment> attachments </attachment> to <to_contact_name> youyou han </to_contact_name>
0	bacteriotrypsin recondition deflower reporteress attachment from august 2017	file_search	files	<file_keyword> bacteriotrypsin recondition deflower reporteress </file_keyword> <attachment> attachment </attachment> from <start_date> august 2017 </start_date>
0	message from bijal ghedia about copaliferous seemer with attachment	file_search	files	message from <contact_name> bijal ghedia </contact_name> about <file_keyword> copaliferous seemer </file_keyword> with <attachment> attachment </attachment>
0	daniel burlacu with tsv attachments	file_search	files	<contact_name> daniel burlacu </contact_name> with <file_type> tsv </file_type> <attachment> attachments </attachment>
0	get attachment from hadri	file_search	files	get <attachment> attachment </attachment> from <contact_name> hadri </contact_name>
0	messages from jonathan sanito with docx attachments	file_search	files	messages from <contact_name> jonathan sanito </contact_name> with <file_type> docx </file_type> <attachment> attachments </attachment>
0	show me most latest attachments sent by ameya zambre	file_search	files	show me most <order_ref> latest </order_ref> <attachment> attachments </attachment> sent by <contact_name> ameya zambre </contact_name>
0	show me sense formulas attachments with powerpoint	file_search	files	show me <file_keyword> sense formulas </file_keyword> <attachment> attachments </attachment> with <file_type> powerpoint </file_type>
0	from repfennig with attachment scorecard customer	file_search	files	from <contact_name> repfennig </contact_name> with <attachment> attachment </attachment> <file_keyword> scorecard customer </file_keyword>
0	attachment notebook from damian gallagher	file_search	files	<attachment> attachment </attachment> <file_type> notebook </file_type> from <contact_name> damian gallagher </contact_name>
0	manuel gaytan received attachment from sridhar ayyagari	file_search	files	<to_contact_name> manuel gaytan </to_contact_name> received <attachment> attachment </attachment> from <contact_name> sridhar ayyagari </contact_name>
0	received from ashley finafrock including attachment	file_search	files	received from <contact_name> ashley finafrock </contact_name> including <attachment> attachment </attachment>
0	attachment from kevin carlson worksheet	file_search	files	<attachment> attachment </attachment> from <contact_name> kevin carlson </contact_name> <file_type> worksheet </file_type>
0	tiago limpo attachments from curlew unedified uranoschism	file_search	files	<contact_name> tiago limpo </contact_name> <attachment> attachments </attachment> from <file_keyword> curlew unedified uranoschism </file_keyword>
0	attachment received	file_search	files	<attachment> attachment </attachment> received
0	h213070 summary1 from priya sirohi with attachment from january 1 to january 5	file_search	files	<file_keyword> h213070 summary1 </file_keyword> from <contact_name> priya sirohi </contact_name> with <attachment> attachment </attachment> from <start_date> january 1 </start_date> to <end_date> january 5 </end_date>
0	from mengliang wang with attachment ambient devices	file_search	files	from <contact_name> mengliang wang </contact_name> with <attachment> attachment </attachment> <file_keyword> ambient devices </file_keyword>
0	sheet attachment nonresolvable porphyraceous	file_search	files	<file_type> sheet </file_type> <attachment> attachment </attachment> <file_keyword> nonresolvable porphyraceous </file_keyword>
0	attachment presentation from mawston	file_search	files	<attachment> attachment </attachment> <file_type> presentation </file_type> from <contact_name> mawston </contact_name>
0	from jitendriya sendha presentations attachments	file_search	files	from <contact_name> jitendriya sendha </contact_name> <file_type> presentations </file_type> <attachment> attachments </attachment>
0	exoarteritis hypothetize Pleurosaurus attachments from last tuesday	file_search	files	<file_keyword> exoarteritis hypothetize Pleurosaurus </file_keyword> <attachment> attachments </attachment> from <start_date> last tuesday </start_date>
0	to wiles attachment benzalphthalide	file_search	files	to <to_contact_name> wiles </to_contact_name> <attachment> attachment </attachment> <file_keyword> benzalphthalide </file_keyword>
0	latest attachment from jenna netland	file_search	files	<order_ref> latest </order_ref> <attachment> attachment </attachment> from <contact_name> jenna netland </contact_name>
0	gert vanderstraeten discoverability text attachment	file_search	files	<contact_name> gert vanderstraeten </contact_name> <file_keyword> discoverability text </file_keyword> <attachment> attachment </attachment>
0	to bunty agrawal with attachment png	file_search	files	to <to_contact_name> bunty agrawal </to_contact_name> with <attachment> attachment </attachment> <file_type> png </file_type>
0	search for message from greg pearson to leonid verny with intelligence manganese planning attachment	file_search	files	search for message from <contact_name> greg pearson </contact_name> to <to_contact_name> leonid verny </to_contact_name> with <file_keyword> intelligence manganese planning </file_keyword> <attachment> attachment </attachment>
0	attachments last year from clair noone	file_search	files	<attachment> attachments </attachment> <start_date> last year </start_date> from <contact_name> clair noone </contact_name>
0	from jenel with attachment Samsoness volunteerly tould uncrib	file_search	files	from <contact_name> jenel </contact_name> with <attachment> attachment </attachment> <file_keyword> Samsoness volunteerly tould uncrib </file_keyword>
0	to tony picardo ics attachments	file_search	files	to <to_contact_name> tony picardo </to_contact_name> <file_type> ics </file_type> <attachment> attachments </attachment>
0	channel group chat attachment from august 2018	file_search	files	<file_keyword> channel group chat </file_keyword> <attachment> attachment </attachment> from <start_date> august 2018 </start_date>
0	search s voice skill19637 for conversational endpoints attachments to penne	file_search	files	<file_keyword> search s voice skill19637 for conversational endpoints </file_keyword> <attachment> attachments </attachment> to <to_contact_name> penne </to_contact_name>
0	myelosyphilis attachments from june to july	file_search	files	<file_keyword> myelosyphilis </file_keyword> <attachment> attachments </attachment> from <start_date> june </start_date> to <end_date> july </end_date>
0	show me attachments with marglys requena	file_search	files	show me <attachment> attachments </attachment> with <contact_name> marglys requena </contact_name>
0	to satish periasamy attachment antispectroscopic	file_search	files	to <to_contact_name> satish periasamy </to_contact_name> <attachment> attachment </attachment> <file_keyword> antispectroscopic </file_keyword>
0	陈伟平 was included on attachment	file_search	files	<file_keyword> 陈伟平 </file_keyword> was included on <attachment> attachment </attachment>
0	message from sudipto shekhar ghosh with prfaq presence incubation attachment	file_search	files	message from <contact_name> sudipto shekhar ghosh </contact_name> with <file_keyword> prfaq presence incubation </file_keyword> <attachment> attachment </attachment>
0	attachments last year from maria del pilar valdes ferreiro	file_search	files	<attachment> attachments </attachment> <start_date> last year </start_date> from <contact_name> maria del pilar valdes ferreiro </contact_name>
0	msai25650 universal attachments from amy smart	file_search	files	<file_keyword> msai25650 universal </file_keyword> <attachment> attachments </attachment> from <contact_name> amy smart </contact_name>
0	find frisbee word attachments from mike rowand	file_search	files	find <file_keyword> frisbee </file_keyword> <file_type> word </file_type> <attachment> attachments </attachment> from <contact_name> mike rowand </contact_name>
0	anissa forwarded attachment to sarah lee	file_search	files	<contact_name> anissa </contact_name> <email_state> forwarded </email_state> <attachment> attachment </attachment> to <to_contact_name> sarah lee </to_contact_name>
0	attachment slides from hannah valbonesi	file_search	files	<attachment> attachment </attachment> <file_type> slides </file_type> from <contact_name> hannah valbonesi </contact_name>
0	to vignesh rangaishenvi excels attachment	file_search	files	to <to_contact_name> vignesh rangaishenvi </to_contact_name> <file_type> excels </file_type> <attachment> attachment </attachment>
0	search for message from karmon to pancho with bladderlike attachment	file_search	files	search for message from <contact_name> karmon </contact_name> to <to_contact_name> pancho </to_contact_name> with <file_keyword> bladderlike </file_keyword> <attachment> attachment </attachment>
0	attachment to yuxin guo	file_search	files	<attachment> attachment </attachment> to <to_contact_name> yuxin guo </to_contact_name>
0	message from stacie clere-enoka with an attachment	file_search	files	message from <contact_name> stacie clere-enoka </contact_name> with an <attachment> attachment </attachment>
0	meghan stockdale received attachment from allan poore	file_search	files	<to_contact_name> meghan stockdale </to_contact_name> received <attachment> attachment </attachment> from <contact_name> allan poore </contact_name>
0	messages from steve konyves with vsdx attachments	file_search	files	messages from <contact_name> steve konyves </contact_name> with <file_type> vsdx </file_type> <attachment> attachments </attachment>
0	andres gallo attachments salite toffee	file_search	files	<contact_name> andres gallo </contact_name> <attachment> attachments </attachment> <file_keyword> salite toffee </file_keyword>
0	docs attachments from boris sadykoff	file_search	files	<file_type> docs </file_type> <attachment> attachments </attachment> from <contact_name> boris sadykoff </contact_name>
0	find attachment from crawley onenotes	file_search	files	find <attachment> attachment </attachment> from <contact_name> crawley </contact_name> <file_type> onenotes </file_type>
0	from pinheiro with vdw attachment	file_search	files	from <contact_name> pinheiro </contact_name> with <file_type> vdw </file_type> <attachment> attachment </attachment>
0	find excel Scirophorion attachment sent to thirupathi reddy ganta	file_search	files	find <file_type> excel </file_type> <file_keyword> Scirophorion </file_keyword> <attachment> attachment </attachment> sent to <to_contact_name> thirupathi reddy ganta </to_contact_name>
0	often autoinduction quinquagenary from medeiros with attachment	file_search	files	<file_keyword> often autoinduction quinquagenary </file_keyword> from <contact_name> medeiros </contact_name> with <attachment> attachment </attachment>
0	to zike yang attachment presentations	file_search	files	to <to_contact_name> zike yang </to_contact_name> <attachment> attachment </attachment> <file_type> presentations </file_type>
0	all attachments from dinesh a udayasankar	file_search	files	all <attachment> attachments </attachment> from <contact_name> dinesh a udayasankar </contact_name>
0	attachment architectural july from atencio	file_search	files	<attachment> attachment </attachment> <file_keyword> architectural july </file_keyword> from <contact_name> atencio </contact_name>
0	yesterday attachment from esperanza morga	file_search	files	<start_date> yesterday </start_date> <attachment> attachment </attachment> from <contact_name> esperanza morga </contact_name>
0	show me erringly attachments with vstm	file_search	files	show me <file_keyword> erringly </file_keyword> <attachment> attachments </attachment> with <file_type> vstm </file_type>
0	from chelsea chen with attachment last march	file_search	files	from <contact_name> chelsea chen </contact_name> with <attachment> attachment </attachment> <start_date> last march </start_date>
0	to colin pacitti notebook attachments	file_search	files	to <to_contact_name> colin pacitti </to_contact_name> <file_type> notebook </file_type> <attachment> attachments </attachment>
0	trevaughn giff with attachment vst	file_search	files	<contact_name> trevaughn giff </contact_name> with <attachment> attachment </attachment> <file_type> vst </file_type>
0	from jaitoon nisha attachment	file_search	files	from <contact_name> jaitoon nisha </contact_name> <attachment> attachment </attachment>
0	from weiand containing attachment	file_search	files	from <contact_name> weiand </contact_name> containing <attachment> attachment </attachment>
0	from tetsuo hexacosane attachment	file_search	files	from <contact_name> tetsuo </contact_name> <file_keyword> hexacosane </file_keyword> <attachment> attachment </attachment>
0	yesterday attachment from delacruz	file_search	files	<start_date> yesterday </start_date> <attachment> attachment </attachment> from <contact_name> delacruz </contact_name>
0	tanan attachment sent from david de vorchik	file_search	files	<file_keyword> tanan </file_keyword> <attachment> attachment </attachment> sent from <contact_name> david de vorchik </contact_name>
0	docs attachment from january	file_search	files	<file_type> docs </file_type> <attachment> attachment </attachment> from <start_date> january </start_date>
0	from glenn grant with attachments from 9/1 to 9/31	file_search	files	from <contact_name> glenn grant </contact_name> with <attachment> attachments </attachment> from <start_date> 9/1 </start_date> to <end_date> 9/31 </end_date>
0	attachment from zejun zhang appendix for outlook	file_search	files	<attachment> attachment </attachment> from <contact_name> zejun zhang </contact_name> <file_keyword> appendix for outlook </file_keyword>
0	search for message from ally to renhe li with uninhabitably interlineal attachment	file_search	files	search for message from <contact_name> ally </contact_name> to <to_contact_name> renhe li </to_contact_name> with <file_keyword> uninhabitably interlineal </file_keyword> <attachment> attachment </attachment>
0	argumentator duodecimal lackadaisicalness micromania attachment shared by bradford	file_search	files	<file_keyword> argumentator duodecimal lackadaisicalness micromania </file_keyword> <attachment> attachment </attachment> shared by <contact_name> bradford </contact_name>
0	abiston nonconception from november to december last year with attachment	file_search	files	<file_keyword> abiston nonconception </file_keyword> from <start_date> november </start_date> to <end_date> december </end_date> <start_date> last year </start_date> with <attachment> attachment </attachment>
0	my dp smart attachment	file_search	files	my <file_keyword> dp smart </file_keyword> <attachment> attachment </attachment>
0	slides attachment	file_search	files	<file_type> slides </file_type> <attachment> attachment </attachment>
0	show attachments to dhivya vijaya kannan	file_search	files	show <attachment> attachments </attachment> to <to_contact_name> dhivya vijaya kannan </to_contact_name>
0	workbook attachments sent to steven ross	file_search	files	<file_type> workbook </file_type> <attachment> attachments </attachment> sent to <to_contact_name> steven ross </to_contact_name>
0	show all attachments	file_search	files	show all <attachment> attachments </attachment>
0	cocksuredom monembryony about cocksuredom monembryony with attachments	file_search	files	<file_keyword> cases 48 </file_keyword> cocksuredom monembryony </file_keyword> about <file_keyword> cases 48 </file_keyword> cocksuredom monembryony </file_keyword> with <attachment> attachments </attachment>
0	comprehensive lenticulated Roussellian galerum attachment sent from sourabh lokhande	file_search	files	<file_keyword> comprehensive lenticulated Roussellian galerum </file_keyword> <attachment> attachment </attachment> sent from <contact_name> sourabh lokhande </contact_name>
0	alicia bagabay preconcern eurylaimoid adustiosis Cystignathidae pdf attachment	file_search	files	<contact_name> alicia bagabay </contact_name> <file_keyword> preconcern eurylaimoid adustiosis Cystignathidae </file_keyword> <file_type> pdf </file_type> <attachment> attachment </attachment>
