ConversationId	MessageId	MessageTimestamp	MessageFrom	MessageText	CortanaResponse	JudgedDomain	JudgedIntent	JudgedConstraints	MetaData	ConversationContext	Dataset	SampleType	Frequency	GuidelineVersion
ecd35a54-827a-492a-973d-5ed4cb315a72	0	11/19/2019 8:58	user	Share PDP file 2 Paul Liu.	I'm sorry, I can't share without target location.	FILES	file_share	Share <file_keyword>PDP</file_keyword> file 2 <to_contact_name>Paul Liu</to_contact_name>.	[]		Teams	Speech	23	19.17
f35a71b0-0d70-4b93-8101-c5a4e0a44a73	0	11/26/2019 6:17	user	Who is Siri Yahoo?	Sorry, I don't know the answer to this one.	NOTSURE	notsure_other	Who is Siri Yahoo?	[]		Teams	Speech	23	19.17
e8c9665c-e476-4e95-a687-152cfada1e0a	0	11/28/2019 13:49	user	Read my missed calls.	I'm sorry, but I can't help with that.	COMMUNICATION	call_voice_mail	Read my missed calls.	[]		Teams	Speech	23	19.17
c5d4a7ff-f989-4367-93e9-a1fc11bfce17	0	11/13/2019 7:20	user	Hey Cortana show me my at mentions.	Here's where mentions of you would go.	TEAMSACTION	teamsuser_showactivity	Hey Cortana show me my <teamsuser_activitytype>at mentions</teamsuser_activitytype>.	[]		Teams	Speech	22	19.17
3602916a-882a-4272-8815-c37bb798f700	0	11/22/2019 6:00	user	Hey Cortana send feedback.	Here's where you can write your feedback.	FEEDBACK	submit_feedback	Hey Cortana send feedback.	[]		Teams	Speech	21	19.17
a2b9eb74-2379-43d6-af54-62a087e7248e	0	11/27/2019 2:41	user	Send text.	What's your message?	COMMUNICATION	send_text	Send text.	[]		Teams	Speech	21	19.17
bb92c724-df63-491a-8192-63a5852c2c28	0	11/7/2019 9:09	user	What's on my calendar tomorrow?		CALENDAR	find_calendar_entry	What&apos;s on my calendar <start_date>tomorrow</start_date>?	[]		Teams	Speech	20	19.17
660e07ab-9eca-4f0a-a93e-70cfb1cb30f3	0	11/27/2019 6:35	user	What meetings do I have tomorrow?		CALENDAR	find_calendar_entry	What meetings do I have <start_date>tomorrow</start_date>?	[]		Teams	Speech	20	19.17
5da357dd-9357-4a04-9805-47125d35a524	0	11/20/2019 5:13	user	Send message to Jim.	Which one do you want to message?	COMMUNICATION	send_text	Send message to <contact_name>Jim</contact_name>.	[]		Teams	Speech	20	19.17
cccf5b4a-a3b7-407b-925a-82d7b6ad0c3d	0	11/5/2019 9:19	user	Send message.	Who's the message going to?	COMMUNICATION	send_text	Send message.	[]		Teams	Speech	20	19.17
727f3405-799d-4dd2-90ac-bc07c1a78269	0	11/22/2019 5:33	user	Who is Hari?	Hari Samrat. the PRINCIPAL SOFTWARE ENGINEERING. reports to Victoria Taranov. You can ask me to call or message this person.	PEOPLE	search_people_by_name	Who is <contact_name>Hari</contact_name>?	[]		Teams	Speech	20	19.17
08c97dc3-523f-4173-b34e-8c39d49ebb0e	0	11/7/2019 6:50	user	Hey Cortana open files.	What file would you like to open?	FILES	file_open	Hey Cortana open files.	[]		Teams	Speech	20	19.17
df7e4196-0dcc-4d8e-8bfa-39564e5bd9d6	0	11/7/2019 10:26	user	Set my status to available.	I've set your status to 'Available'.	TEAMSACTION	teamsuser_setstatus	Set my status to <teamsuser_status>available</teamsuser_status>.	[]		Teams	Speech	20	19.17
9c6458b2-74e8-4fd7-ac05-043986d314cf	0	11/21/2019 23:36	user	My next meeting.		CALENDAR	find_calendar_entry	My <start_time>next</start_time> meeting.	[]		Teams	Speech	19	19.17
7a5922ac-a836-4acf-8304-76fc9e63401a	0	11/22/2019 6:18	user	Hey Cortana the meeting.		CALENDAR	find_calendar_entry	Hey Cortana the meeting.	[]		Teams	Speech	19	19.17
3a62ccb9-18b6-4d4e-9366-eb974da566a9	0	11/5/2019 20:49	user	Hey Cortana call.	Who would you like to call?	COMMUNICATION	make_call	Hey Cortana call.	[]		Teams	Speech	19	19.17
26e62af3-bb09-460f-8013-d1a18a81a42c	0	11/14/2019 0:10	user	Hey Cortana make a call to.		COMMUNICATION	make_call	Hey Cortana make a call to.	[]		Teams	Speech	19	19.17
88f2a5e2-ad79-4cbf-a631-0811db57c896	0	11/16/2019 23:03	user	Send a message to Jason.		COMMUNICATION	send_text	Send a message to <contact_name>Jason</contact_name>.	[]		Teams	Speech	19	19.17
e8b157c2-f5e7-46ea-8401-0eb39499e370	0	11/20/2019 20:56	user	Cortana present the deck.		INMEETING	start_presenting	Cortana present the deck.	[]		Teams	Speech	19	19.17
6c47526a-172e-4604-b2c1-d3d904e831e8	0	11/28/2019 6:33	user	Hey Cortana what do I have today.		CALENDAR	find_calendar_entry	Hey Cortana what do I have <start_date>today</start_date>.	[]		Teams	Speech	18	19.17
39af07d0-d37a-4e3a-a54f-9b45d6635686	0	11/18/2019 11:08	user	Test.	I'm sorry, but I can't help with that.	NOTSURE	notsure_other	Test.	[]		Teams	Speech	18	19.17
55aa97a8-290c-4d04-a4d2-74f930830cc7	0	11/13/2019 5:47	user	Hey Cortana show me my calendar.	Here's your schedule for today.	CALENDAR	navigate_calendar	Hey Cortana show me my calendar.	[]		Teams	Speech	18	19.17
d5e40b17-25b3-4139-8410-0ab5ab619d5e	0	11/6/2019 8:39	user	Hey Cortana who is Dexter.	Dexter Qu, PRINCIPAL PROGRAM MANAGER in SQI and Cortana ENG BJ 1107, reports to Donald Huo. Try saying, call him or message him.	PEOPLE	search_people_by_name	Hey Cortana who is <contact_name>Dexter</contact_name>.	[]		Teams	Speech	18	19.17
5fee4fae-1b38-45b0-a89f-31930f84536b	0	11/4/2019 11:29	user	Open file.	What file would you like to open?	FILES	file_open	Open file.	[]		Teams	Speech	18	19.17
92be2518-4253-47b5-b55f-bf324ae44373	0	11/20/2019 20:47	user	Cortana Cortana.	I'm sorry, but I can't help with that.	NOTSURE	ambiguous	Cortana Cortana.	[]		Teams	Speech	18	19.17
8c879f03-541d-4b4f-a781-f18a175700f8	0	11/13/2019 7:47	user	Open chat with rose.	Here's your chat with %PersonName%.	TEAMSACTION	teamsuser_openchat	Open chat with <contact_name>rose</contact_name>.	[]		Teams	Speech	18	19.17
decf63ed-2f0b-4249-84df-fecdc1833ed4	0	11/25/2019 21:45	user	Join my meeting with Adi.	Which %NameSubString% do you want?	CALENDAR	connect_to_meeting	Join my meeting with <contact_name>Adi</contact_name>.	[]		Teams	Speech	17	19.17
6458d67f-c145-4d0f-9f94-44ad0012e324	0	11/19/2019 5:16	user	Call Abhinav.		COMMUNICATION	make_call	Call <contact_name>Abhinav</contact_name>.	[]		Teams	Speech	17	19.17
574dc820-8d03-410e-a383-40dc2c4124b0	0	11/6/2019 7:25	user	Hey Cortana cancel my meeting with Rose.	Something's wrong, try back soon.	CALENDAR	delete_calendar_entry	Hey Cortana cancel my meeting with <contact_name>Rose</contact_name>.	[]		Teams	Speech	17	19.17
8b46a23d-b1e1-4b14-b726-b82cbc78d027	0	11/19/2019 3:21	user	Set my status.	What's your status?	TEAMSACTION	teamsuser_setstatus	Set my status.	[]		Teams	Speech	17	19.17
69ceeb80-3e00-4458-93b9-158ca6ea6e07	0	11/6/2019 7:25	user	Cortana Hey Cortana.	I'm sorry, I don't know the answer to that one yet, but I'm always learning.	NOTSURE	ambiguous	Cortana Hey Cortana.	[]		Teams	Speech	17	19.17
55a55b8f-5c12-49eb-9824-1a6db9612dbd	0	11/8/2019 8:10	user	Search for Kingston.	I'll look up '%SearchString%'.	TEAMSACTION	teamspace_search	Search for <teamspace_keyword>Kingston</teamspace_keyword>.	[]		Teams	Speech	17	19.17
5c80be68-8582-4fc5-bc33-adc53f55d804	0	11/5/2019 5:51	user	Where is my next meeting?		CALENDAR	find_calendar_where	Where is my <start_time>next</start_time> meeting?	[]		Teams	Speech	17	19.17
3dfefbfd-fb6d-47a0-86bf-4239f7f673a4	0	11/7/2019 23:09	user	Hey Cortana show me my activity.	Here's your recent activity.	TEAMSACTION	teamsuser_showactivity	Hey Cortana show me my activity.	[]		Teams	Speech	16	19.17
1e2e04df-0190-408a-81af-1f4281186052	0	11/13/2019 18:22	user	Hi.	Sorry, I'm not able to help with this one.	NOTSURE	notsure_other	Hi.	[]		Teams	Speech	16	19.17
b2ca4b4b-12fa-4485-8c11-1034af1c4e4c	0	11/18/2019 5:46	user	Send a message to Paul Liu.		COMMUNICATION	send_text	Send a message to <contact_name>Paul Liu</contact_name>.	[]		Teams	Speech	16	19.17
89a1e348-9b3b-4dea-9a27-4a81b9c44867	0	11/18/2019 7:56	user	Send him a message.	What's your message?	COMMUNICATION	send_text	Send him a message.	[]		Teams	Speech	16	19.17
39402e8c-621e-4df3-b7c1-6b0a0688632b	0	11/1/2019 13:07	user	Who is Lucas?	I have found 2 Lucas's in your contacts. Which one do you want to see?	PEOPLE	search_people_by_name	Who is <contact_name>Lucas</contact_name>?	[]		Teams	Speech	16	19.17
f2fc4cee-51ab-4133-9c6c-4f51a1bfb680	0	11/20/2019 7:46	user	Hey Cortana go to Rose chat.	Here's your chat with %PersonName%.	TEAMSACTION	teamsuser_openchat	Hey Cortana go to <contact_name>Rose</contact_name> chat.	[]		Teams	Speech	16	19.17
79733c55-bfb6-471f-9d80-5e9b25399929	0	11/14/2019 9:38	user	Hey Cortana go to saved items.	Here's where your saved items go.	TEAMSACTION	teamsuser_showactivity	Hey Cortana go to <teamsuser_activitytype>saved items</teamsuser_activitytype>.	[]		Teams	Speech	15	19.17
0ea4404e-c0f1-4396-bfbd-aa7e1d3685af	0	11/8/2019 8:19	user	Go to unread activity.	Here's where unread activity goes.	TEAMSACTION	teamsuser_showactivity	Go to <teamsuser_activitytype>unread</teamsuser_activitytype> activity.	[]		Teams	Speech	15	19.17
20c5bd76-22f0-476b-b85e-da2cc8071351	0	11/6/2019 10:28	user	Share file.	Sorry! Something went wrong. Please try again later.	FILES	file_share	Share file.	[]		Teams	Speech	15	19.17
68774a7b-8029-4316-8fbe-f74804389b2a	0	11/25/2019 7:42	user	Hey Cortana share test file with my meeting.	Working on itWhich "%FileNameQueried%" file should I share?	FILES	file_share	Hey Cortana share <file_keyword>test</file_keyword> file with <to_contact_name>my</to_contact_name> <sharetarget_type>meeting</sharetarget_type>.	[]		Teams	Speech	15	19.17
d5272f6d-5a5c-42dc-bc47-711d2558a6f2	0	11/8/2019 9:52	user	Join next meeting.		CALENDAR	connect_to_meeting	Join <start_time>next</start_time> meeting.	[]		Teams	Speech	15	19.17
94c21210-9969-44aa-a68e-6cd9f13a1ff2	0	11/13/2019 13:05	user	Who is Satya?	Working on it.	PEOPLE	search_people_by_name	Who is <contact_name>Satya</contact_name>?	[]		Teams	Speech	15	19.17
2544b842-38d9-4ceb-8355-4b2d09478801	0	11/21/2019 10:25	user	Add to call.	Who do you want to add to the call?	COMMUNICATION	add_to_call	Add to call.	[]		Teams	Speech	15	19.17
ba2fa352-564c-449c-9efc-6d0d39c4c8e8	0	11/25/2019 8:55	user	Present high level deck.	Which presentation?	INMEETING	start_presenting	Present <deck_name>high level</deck_name> deck.	[]		Teams	Speech	15	19.17
0bccba0a-d881-4489-a78e-078973085610	0	11/18/2019 7:35	user	Search for text.	I'm sorry, but I can't help with that.	TEAMSACTION	teamspace_search	Search for <teamspace_keyword>text</teamspace_keyword>.	[]		Teams	Speech	15	19.17
fe7dda32-53a6-4bc3-a6db-7f130f430ef0	0	11/13/2019 9:07	user	Hey Cortana transfer the call.		COMMUNICATION	transfer	Hey Cortana transfer the call.	[]		Teams	Speech	15	19.17
061e14be-b6fa-42dd-9fa8-258b78261d9a	0	11/19/2019 2:57	user	Hey Cortana what meetings do I have tomorrow.	I found %NumberOfResults% events for tomorrow.	CALENDAR	find_calendar_entry	Hey Cortana what meetings do I have <start_date>tomorrow</start_date>.	[]		Teams	Speech	14	19.17
c5cf1a09-555f-4260-a225-c3e71c9c2d0e	0	11/7/2019 3:43	user	Who is the manager of Lukas?	Yuan Ren is the manager of Lukas Hu Try saying, call him or message him.	PEOPLE	search_org_chart	Who is the <relationship_name>manager</relationship_name> of <contact_name>Lukas</contact_name>?	[]		Teams	Speech	14	19.17
